column,dtype,non_null,null
Indicator 3: Internal and external organisations supplying/approached to supply data and data products within this quarter,object,21,3
Unnamed: 1,str,4,20
Unnamed: 2,str,1,23
Unnamed: 3,str,1,23
Unnamed: 4,str,1,23
Unnamed: 5,str,1,23
Unnamed: 6,str,1,23
Unnamed: 7,str,3,21
Unnamed: 8,str,1,23
Unnamed: 9,str,1,23
Unnamed: 10,str,1,23
Unnamed: 11,str,1,23
Unnamed: 12,str,1,23
