column,dtype,non_null,null
Indicator 3: Internal and external organisations supplying/approached to supply data and data products within this quarter,object,21,3
Unnamed: 1,object,4,20
Unnamed: 2,object,1,23
Unnamed: 3,object,1,23
Unnamed: 4,object,1,23
Unnamed: 5,object,1,23
Unnamed: 6,object,1,23
Unnamed: 7,object,3,21
Unnamed: 8,object,1,23
Unnamed: 9,object,1,23
Unnamed: 10,object,1,23
Unnamed: 11,object,1,23
Unnamed: 12,object,1,23
