CTRY,MCA,UNLocode,Country/Port Name,Label using special characters,Nat. Stat. Group,Statistical Port,National Code,2024 list: modifications compared to 2023 list,TEN-T network,Port on an island (X: Island; O: Outer region),Sea ,Sea code,NUTS 3 code,2023 list: modifications compared to 2022 list,2022 list: modifications compared to 2021 list,2021 list: modifications compared to 2020 list,2020 list: modifications compared to 2019 list,2019 list: modifications compared to 2018 list,2018 list: modifications compared to 2017 list,2017 list: modifications compared to 2016 list,2016 list: modifications compared to 2015 list,2015 list: modifications compared to 2014 list,2014 list: modifications compared to 2013 list,2013 list: modifications compared to 2012 list,2012 list: modifications compared to 2011 list,2011 list: modifications compared to 2010 list,2010 list: modifications compared to 2009 list,2009 list: modifications compared to 2008 list,2008 list: modifications compared to 2007 list,2007 list: modifications compared to 2006 list,2006 list: modifications compared to 2005 list,2005 list: modifications compared to 2004 Excel list,2004 Excel list: modifications compared to 2004 official list,2004 official list: modifications compared to 2000 official list,2000 official list: modifications compared to 1998 official list,previous changes (partial coverage) and other comments,Coordinates from 2009 list or provided by country,Coordinates UNECE,Coordinates Antwerpen (March 2009),Coordinates GISCO     Longitude    (SIF January 2009),Coordinates GISCO     Latitude    (SIF January 2009),Label in Comm Dec 2008/861,Label in UNECE
DE,DE03,DE75F,Sachsenhagen,,,X,,,,,River Port,R,DE928,,,,,2019: New entry as statistical port,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE01,DE76Y,Esens,,,X,,,,,North Sea,4,DE94H,,,,2020: New entry as statistical port - Moved from List 3Bis,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE09,DE888,Other - Germany (unknown MCA),,,X,,,,,Unknown,X,DEZZZ,,,,,,,,,,,,,,,,,,,,,2004: New entry - Previously only DE888: Other - Germany,,,,,,,,Other — Germany (unknown MCA) ,
DE,DE09,DE88T,Dropping areas on water’s edge - Germany (Unknown MCA),,,,,,,,Unknown,X,DEZZZ,,,,2020: New entry (Decision WG September 2018),,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE02,DE8TO,Dropping areas on water’s edge - Germany Baltic,,,,,,,,Baltic Sea,5,DEZZZ,,,,2020: New entry (Decision WG September 2018),,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE03,DE88I,Other - Germany Inland,,,X,,,,,River Port,R,DEZZZ,,,,,,,,,,,2013: New entry (Replaces code DE888),,,,,,,,,,,,,,,,,,,
DE,DE03,DE8TI,Dropping areas on water’s edge - Germany Inland,,,,,,,,River Port,R,DEZZZ,,,,2020: New entry (Decision WG September 2018),,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE01,DE88N,Other - Germany North Sea,,,X,,,,,North Sea,4,DEZZZ,,,,,,,,,,,2013: New entry (Replaces code DE888),,,,,,,,,,,,,,,,,,,
DE,DE01,DE8TN,Dropping areas on water’s edge - Germany North Sea,,,,,,,,North Sea,4,DEZZZ,,,,2020: New entry (Decision WG September 2018),,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE02,DE88O,Other - Germany Baltic,,,X,,,,,Baltic Sea,5,DEZZZ,,,,,,,,,"2015: New entry replacing DE88B, which already exists in UNLOCODE",,,,,,,,,,,,,,,,,,,,,
DE,DE09,DE88P,Offshore installations - Germany (unknown MCA),,,,,,,,Unknown,X,DEZZZ,,,,,,,,,,,,,,,,2008: New entry,,,,,,,,,,,,,,
DE,DE09,DE88Q,Aggregates extraction areas - Germany (unknown MCA),,,,,,,,Unknown,X,DEZZZ,,,,,,,,,,,,,,,2009: new (WG April 2008),,,,,,,,,,,,,,,
DE,DE09,DE88R,Ship to ship transfer - Germany (Unknown MCA),,,,,,,,Unknown,X,DEZZZ,,,,,,,,,,,2013: New entry (Decision WG June 2012),,,,,,,,,,,,,,,,,,,
DE,DE01,DE8PN,Offshore installations - Germany North Sea ,,,,,,,,North Sea,4,DEZZZ,,,,,,,,,2015: New entry (Replaces code DE88P - Decision WG May 2014),,,,,,,2008: New label replacing DE offshore installations,,,,,2004: New entry,,,,,,,,DE offshore installations ,
DE,DE02,DE8PO,Offshore installations - Germany Baltic Sea,,,,,,,,Baltic Sea,5,DEZZZ,,,,,,,,,2015: New entry (Replaces code DE88P - Decision WG May 2014),,,,,,,2008: New label replacing DE offshore installations,,,,,2004: New entry,,,,,,,,DE offshore installations ,
DE,DE01,DE8QN,Aggregates extraction areas - Germany North Sea ,,,,,,,,North Sea,4,DEZZZ,,,,,,,,,2015: New entry (Replaces code DE88Q - Decision WG May 2014),,,,,,2009: new (WG April 2008),,,,,,,,,,,,,,,
DE,DE02,DE8QO,Aggregates extraction areas - Germany Baltic Sea,,,,,,,,Baltic Sea,5,DEZZZ,,,,,,,,,2015: New entry (Replaces code DE88Q - Decision WG May 2014),,,,,,2009: new (WG April 2008),,,,,,,,,,,,,,,
DE,DE03,DE8RI,Ship to ship transfer - Germany Inland,,,,,,,,River Port,R,DEZZZ,,,,,,,,,2015: New entry (Replaces code DE88R - Decision WG May 2014),,2013: New entry (Decision WG June 2012),,,,,,,,,,,,,,,,,,,
DE,DE01,DE8RN,Ship to ship transfer - Germany North Sea,,,,,,,,North Sea,4,DEZZZ,,,,,,,,,2015: New entry (Replaces code DE88R - Decision WG May 2014),,2013: New entry (Decision WG June 2012),,,,,,,,,,,,,,,,,,,
DE,DE02,DE8RO,Ship to ship transfer - Germany Baltic Sea,,,,,,,,Baltic Sea,5,DEZZZ,,,,,,,,,2015: New entry (Replaces code DE88R - Decision WG May 2014),,2013: New entry (Decision WG June 2012),,,,,,,,,,,,,,,,,,,
DE,DE01,DEAGE,Wangerooge I.,,,X,04235,,,X,North Sea,4,DE94A,,,,,,,,,,,,,,,,,,,,,,,,5348N 00754E,5348N 00754E,5348N 00754E,7.898909657,53.79431034,Wangerooge I. ,Wangerooge
DE,DE01,DEIAM,Föhr-Amrum,,,X,01301,2024: code DEAMR previously wrongly used - Label changed (previously Amrum I.),,X,North Sea,4,DEF07,,,,,,,,,,,,,,,,,,,,,,"2000: Change in port name replacing ""Amrun I.""",,5224N 00756E,5224N 00756E,5224N 00756E,8.346323932,54.63723268,Amrum I. ,Amrun
DE,DE02,DEANK,Anklam,,,X,23301,,,,Baltic Sea,5,DE80N,,,,,,,,,,,,,,,,,,,,,,,,,,5352N 01341E,13.68333333,53.86666667,Anklam ,Anklam
DE,DE01,DEBEI,Beidenfleth,,,X,01401,,,,North Sea,4,DEF0E,,,,,,,,,,,,,,,,,,,,,,2000: Ex DE102,2009: No data since 2002: however to be kept,,,5352N 00926E,,,Beidenfleth ,Beidenfleth
DE,DE01,DEBEN,Bensersiel,,DE76Y,,04204,2024: change to non-statistcal port,Comprehensive,,North Sea,4,DE94H,,,,,,,,,,,,,,,,,,,,,,2000: Ex DE103,,5341N 00735E,5341N 00735E,5341N 00735E,7.584636541,53.67956985,Bensersiel ,Bensersiel
DE,DE01,DEBKE,Brake,,,X,04206,,Comprehensive,,North Sea,4,DE94G,,,,,,,,,,,,,,,,,,,,,,,,5320N 00829E,5320N 00829E,5320N 00829E,8.483333333,53.33333333,Brake ,Brake
DE,DE01,DEBLM,Blumenthal,,DEBRE,,06101,,,,North Sea,4,,,,,,,,,,,,,,,,"2009: Re-introduced as non-statistical port - Reference port DEBRE, as it was until 2004",,,,2005: Deleted: data already included in Statistical port: DEBRE Bremen,,,2000: New entry as non-statistical port - Reference port: DEBRE,,,5311N 00835E,5311N 00835E,,,Blumenthal ,Bremen-Blumenthal
DE,DE01,DEBMK,Borkum I.,,,X,04103,,,X,North Sea,4,DE94C,,,,,,,,,,,,,,,,,,,,,,2000: Ex DE105,,5335N 00640E,5335N 00640E,5335N 00640E,6.666666667,53.58333333,Borkum I. ,Borkum
DE,DE01,DEBMR,Baltrum I.,,,X,04102,,,X,North Sea,4,DE947,,,,,,,,,,,,,,,,,,,,,,2000: Ex DE004,,5344N 00722E,5344N 00722E,5344N 00722E,7.368396313,53.73081307,Baltrum I. ,Baltrum
DE,DE02,DEBOF,Berndshof,,DEUCK,,23331,2024: change to non-statistcal port,,,Baltic Sea,5,DE80N,,,,,,,,,,,,,,,,,,,,,,2000: New entry as statistical port,,,,,,,Berndshof ,Berndshof
DE,DE01,DEBRB,Brunsbuttel,Brunsbüttel,,X,01404,,Comprehensive,,North Sea,4,DEF05,,,,,,,,,,,,,,,,,,,,,,"2000: Change in port name replacing ""Brunsbuettel""",,,,5354N 00908E,9.15,53.9,Brunsbüttel ,Brunsbüttel
DE,DE01,DEBRE,Bremen,,,X,06101,,Core,,North Sea,4,DE501,,,,,,,,,,,,,,,"2009: Change in port name replacing ""Bremen, Blumenthal""",,,,"2005: Includes former DEBLM - Change in port name replacing ""Bremen""",,,,,,,5305N 00847E,8.783333333,53.08333333,Bremen ,Bremen
DE,DE01,DEBRV,Bremerhaven,,,X,06201,,Core,,North Sea,4,DE502,,,,,,,,,,,,,,,,,,,,,,,,,,5333N 00835E,8.569426515,53.54797169,Bremerhaven ,Bremerhaven
DE,DE02,DEBSK,Burgstaaken/Fehmarn,,,X,01701,,,,Baltic Sea,5,DEF08,,,,,,,,,,,,,,,,,,,,,,,,,,5425N 01112E,11.19629452,54.40690638,Burgstaaken/Fehmarn ,Burgstaaken/Fehmarn
DE,DE01,DEBUM,Busum,Büsum,,X,01405,,,,North Sea,4,DEF05,,,,,,,,,,,,,,,,,,,,,,"2000: Change in port name replacing ""Buesum""",,,,5408N 00852E,8.866850857,54.12709398,Büsum ,Büsum
DE,DE01,DEBUZ,Butzfleth,Bützfleth,DESTA,,03108,2024: change to non-statistcal port,Comprehensive,,North Sea,4,DE939,,,,,,,,,,,,,,,,,,,,,,"2000: Change in port name replacing ""Buetzfleth""",,5340N 00929E,5340N 00929E,5340N 00929E,9.483333333,53.66666667,Bützfleth ,Bützfleth
DE,DE03,DEBWE,Braunschweig,,,X,05103,,,,River Port,R,DE911,,,,,,,,,,,,,,,,,,,,,,,,5216N 01030E,5216N 01030E,5216N 01030E,10.52248631,52.26407553,Braunschweig ,Braunschweig
DE,DE03,DEBZS,Beddingen - zu Salzgitter -,,DESAR,,05101,,,,River Port,R,,,,,,,,,,,,,,,,2009: Re-introduced as non-statistical port - Reference port DESAR,,,,2005: Deleted: data included in statistical port DESAR Salzgitter,,2004: ex DE101,,,,5211N 01025E,5211N 01025E,,,Beddingen — zu Salzgitter — ,Beddingen
DE,DE01,DECAR,Carolinensiel,,DEWMD,,04208,2024: change to non-statistcal port,,,North Sea,4,DE94H,,,,,,,,,,,,,,,,,,,,,,,,5342N 00748E,5342N 00748E,5342N 00748E,7.8,53.7,Carolinensiel ,Carolinensiel
DE,DE01,DECUX,Cuxhaven,,,X,03110,,Comprehensive,,North Sea,4,DE932,,,,,,,,,,,,,,,,,,,,,,,,5353N 00842E,5353N 00842E,5353N 00842E,8.712071353,53.8613242,Cuxhaven ,Cuxhaven
DE,DE01,DEDAG,Dagebull,Dagebüll,,X,01302,,,,North Sea,4,DEF07,,,,,,,,,,,,,,,,,,,,,,"2000: Change in port name replacing ""Dagebuell""",,,,,8.700023427,54.73331937,Dagebüll ,Dagebüll
DE,DE02,DEDMN,Demmin,,,X,23332,,,,Baltic Sea,5,DE80J,,,,,,,,,,,,,,,,,,,,,,2000: New entry as statistical port,,5354N 01302E,5354N 01302E,5354N 01302E,13.04164219,53.90643692,Demmin ,Demmin
DE,DE01,DEDRO,Drochtersen,,,X,03182,,,,North Sea,4,DE939,,,,,2019: Become statistical port (previously DE116),,,,,,,,,,"2009: Re-introduced as non-statistical port - Reference port DE116, as it was until 2004",,,,2005: Deleted: already included in Statistical port: DE116 Elbe (other ports),,,2000: New entry as non-statistical port - Reference port DE116,,,5342N 00923E,5342N 00923E,,,Drochtersen ,Drochtersen
DE,DE02,DEECK,Eckernforde,Eckernförde,,X,01602,,,,Baltic Sea,5,DEF0B,,,,,,,,,,,,,,,,,,,,,,"2000: Change in port name replacing ""Eckernfoerde""",2009: No data received since 2006: however keep,,,5429N 00951E,9.862466281,54.47311135,Eckernförde ,Eckernförde
DE,DE01,DEEME,Emden,,,X,04105,,Comprehensive,,North Sea,4,DE942,,,,,,,,,,,,,,,,,,,,,,,,5322N 00713E,5322N 00713E,5322N 00713E,7.19468905,53.34667936,Emden ,Emden
DE,DE03,DEESU,Emmelsum,,,X,07226,,,,River Port,R,DEA1F,,,,,,,,,,,,,,,,,,,,,,2000: Ex DE016,,5136N 00636E,5136N 00636E,5136N 00636E,6.6,51.6,Emmelsum ,Emmelsum
DE,DE02,DEFLF,Flensburg,,,X,01201,,,,Baltic Sea,5,DEF01,,,,,,,,,,,,,,,,,,,,,,,,,,5448N 00926E,9.447021647,54.80526549,Flensburg ,Flensburg
DE,DE03,DEGDO,Godorf,,,X,,,,,River Port,R,DEA23,,,,,,2018: New entry as statistical port,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE01,DEGLU,Gluckstadt,Glückstadt,,X,01408,,,,North Sea,4,DEF0E,,,,,,,,,,,,,,,,,,,,,,"2000: Change in port name replacing ""Glueckstadt""",,,,5347N 00925E,9.416666667,53.78333333,Glückstadt ,Glückstadt
DE,DE02,DEGRD,Greifswald,,,X,23372,,,,Baltic Sea,5,DE80N,,,,,,,,,,,,,,"2010: Change in port name replacing ""Greifswald, Landkreis""",,,,,,,,"2000: Ex DE103 - Change in port name replacing ""Greifswald""",Other smaller ports in the Greifswald district included,,,5406N 01323E,13.39324856,54.09928622,"Greifswald, Landkreis ",Greifswald
DE,DE01,DEGXR,Grode,Gröde,,X,,,,,North Sea,4,,,,,2020: New entry as statistical port,,,,,,,,,,,,,,,,,,,,,5438N 00843E,,,,,Gröde
DE,DE01,DEGWT,Westerland,,DESYT,,,,,X,North Sea,4,,,,,,,,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,UNECE list to be update (status code to be updated),,5454N 00818E,,,,,
DE,DE01,DEHAM,Hamburg,,,X,02001,,Core,,North Sea,4,DE600,,,,,,,,,,,,,,,,,,,,,,,,,,5333N 00958E,9.966666667,53.55,Hamburg ,Hamburg
DE,DE01,DEHBU,Harburg,,DEHAM,,02001,,,,North Sea,4,,,,,,,,,,,,,,,,"2009: Re-introduced as non-statistical port - Reference port DEHAM, as it was until 2004",,,,2005: Deleted: data included in Statistical port DE01 DE888 Other-Germany north sea  -  formerly included in statistical port DEHAM (Hamburg),,,2000: New entry as non-statistical port - Reference port: DEHAM,,,,5329N 00958E,,,Harburg ,Harburg
DE,DE01,DEHGL,Helgoland I.,,,X,01409,,Comprehensive,X,North Sea,4,DEF09,,,,,,,,,,,,,,,,,,,,,,,,5410N 00753E,5410N 00753E,5410N 00753E,7.8908037,54.1698862,Helgoland I. ,Helgoland
DE,DE02,DEHHF,Heiligenhafen,,,X,01704,,,,Baltic Sea,5,DEF08,,,,,,,,,,,,,,,,,,,,,,,,,,5422N 01059E,10.98431321,54.37625413,Heiligenhafen ,Heiligenhafen
DE,DE01,DEHHS,Hohenhoern,,,X,01412,,,,North Sea,4,DEF05,,,,,,,,,,,,,,,,,,,,,,"2000: Change in port name replacing ""Hohenhorn""",,,,,,,Hohenhoern ,Hohenhorn
DE,DE03,DEHIL,Hildesheim,,,X,,,,,River Port,R,DE925,,,,,2019: New entry as statistical port,,,,,,,,,,,,,,,,,,Not a port according to UNLOCODE,,,,,,,
DE,DE01,DEHOD,Hochdonn,,,X,01410,,,,North Sea,4,DEF05,,,,,,,,,,,,,,,,,,,,,,,,,,5401N 00918E,9.289954185,54.01986313,Hochdonn ,Hochdonn
DE,DE01,DEHOO,Hooksiel,,,X,,,,,North Sea,4,DE94A,,,,,,2018: New entry as statistical port,,,,,,,,2010: New entry in List 1bis as non-statistical port,,,,,,,,,,,,,,,,
DE,DE01,DEHRM,Hornum/Sylt,Hörnum/Sylt,,X,01305,,,,North Sea,4,,,,,,,,2017: Re introduced as statistical port,,,,,,,,,,,,,,,,,,,,,,,
DE,DE01,DEHRN,Haren/Ems,,,X,04409,,,,North Sea,4,DE949,,,,,,,,,,,,,,,,,,,,,,,2009: No data received since 1998: however keep,,,,7.300000229,52.79999947,Haren/Ems ,Haren/Ems
DE,DE01,DEHUS,Husum,,,X,01306,,,,North Sea,4,DEF07,,,,,,,,,,,,,,,,,,,,,,,,,,5429N 00903E,9.05,54.48333333,Husum ,Husum
DE,DE03,DEIEN,Biene,,DELIG,,,2024: change to non-statistcal port,,,River Port,R,,,,,,2019: New entry as statistical port - Moved from List1Bis,,,,,,,,,2010: New entry as non-statistical port,,,,,,,,,,,,,,,,
DE,DE01,DEITZ,Itzehohe,,,X,01413,,,,North Sea,4,DEF0E,,,,,,,,,,,,,,,,,,,,,,,,,,5355N 00931E,9.550000266,53.93329983,Itzehoe ,Itzehoe
DE,DE01,DEJUI,Juist,,,X,04108,,,X,North Sea,4,DE947,,,,,,,,,,,,,,,,,,,,,,,,5341N 00700E,5341N 00700E,5341N 00700E,6.9797257,53.6709732,Juist ,Juist
DE,DE02,DEKAP,Kappeln,,,X,01203,,,,Baltic Sea,5,DEF0C,,,,,,,,,,,,,,,,,,,,,,,,,,5440N 00956E,9.933333333,54.66666667,Kappeln ,Kappeln
DE,DE01,DEKEI,Keitum,,,X,,,,X,North Sea,4,,,,,2020: Becomes a statistical port (previously: DESYT),,,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,UNECE list to be update (status code to be updated),,5454N 00823E,,,,,
DE,DE02,DEKEL,Kiel,,,X,01501,,Comprehensive,,Baltic Sea,5,DEF02,,,,,,,,,,,,,,,,,,,,,,,,5420N 01008E,5420N 01008E,5420N 01008E,10.12603399,54.31560001,Kiel ,Kiel
DE,DE02,DELAB,Laboe,,,X,,,,,Baltic Sea,5,,,,,2020: Re-introduced as statistical port; Was in List 1Bis,,,,2016: New entry as non-statistical port,,,,,,2010: New entry as non-statistical port,,,,,,,,,,,,,,,,Laboe
DE,DE02,DELAU,Lauterbach,,DE88O,,23110,,,,Baltic Sea,5,,,,,,,,,,,,,,,,2009: Re-introduced as non-statistical port - Reference port DE02DE888,,,,2005: Deleted: data included in Statistical port DE02 DE888 Other-Germany Baltic - Ex DE035,,,,,,5038N 00924E,5038N 00924E,,,Lauterbach ,Lauterbach
DE,DE02,DELBC,Lubeck,Lübeck,,X,01801,,Core,,Baltic Sea,5,DEF03,,,,,,,,,,,,,,,,,,,,,,"2000: Change in port name replacing ""Luebeck""",,,,5352N 01040E,10.75,53.91666667,Lübeck ,Lübeck
DE,DE01,DELEE,Leer,,,X,04109,,,,North Sea,4,DE94C,,,,,,,,,,,,,,,,,,,,,,,,,,5313N 00727E,7.454916952,53.21791455,Leer ,Leer
DE,DE03,DELBM,Lubmin,,,X,,,,,River Port,R,,,,,2020: New entry as statistical port,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE01,DELGO,"Langeoog, Insel",,,X,04220,,Comprehensive,X,North Sea,4,DE94H,,,,,,,,,,,,,,,,,,,,,,"2000: Change in port name replacing ""Langeroog, Insel""",,5345N 00729E,5345N 00729E,5345N 00729E,7.48220253,53.74587631,"Langeoog, Insel ",Langeoog
DE,DE03,DELIG,Lingen,,,X,,,,,River Port,R,DE949,,,,,,2018: New entry as statistical port,,,,,,,,2010: New entry in List 1bis as non-statistical port,,,,,,,,,,,,,,,,
DE,DE01,DELIS,List/Sylt,,,X,01307,,,X,North Sea,4,DEF07,,,,,,,,,,,,,,,,,,,,,,,,,,5501N 00826E,8.433333333,55.01666667,List/Sylt ,List/Sylt
DE,DE03,DEMEP,Meppen,,,X,,,,,River Port,R,DE949,,,,,2019: New entry as statistical port,,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE02,DEMUK,Mukran,,DESAS,,23111,,,,Baltic Sea,5,,,,,,,,,,,,,,,,"2009: Re-introduced as non-statistical port - Reference port DESAS, as it was until 2004",,,,2005: Deleted: data already included in Statistical port: DESAS Sassnitz,,,2000: becomes non statistical - Reference port DESAS,,,,5429N 01335E,,,Mukran ,Mukran
DE,DE01,DENES,Nessmersiel,,,X,04113,,,,North Sea,4,DE947,,,,,,,,,,,,,,,,,,,,,,,,5340N 00721E,5340N 00721E,5340N 00721E,7.366666667,53.68333333,Nessmersiel ,Nessmersiel
DE,DE01,DENHA,Nordenham,,,X,04224,,Comprehensive,,North Sea,4,DE94G,,,,,,,,,,,,,,,,,,,,,,,,5330N 00829E,5330N 00829E,5330N 00829E,8.483333333,53.5,Nordenham ,Nordenham
DE,DE02,DENHO,Neustadt/Holstein,,,X,01705,,,,Baltic Sea,5,DEF08,,,,,,,,,,,,,,,,,,,,,,,,5406N 01049E,5406N 01049E,5406N 01049E,10.80435973,54.09320151,Neustadt/Holstein ,Neustadt in Holstein
DE,DE01,DENHS,Neuharlingersiel,,,X,04223,,,,North Sea,4,DE94H,,,,,,,,,,,,,,,,,,,,,,,,5342N 00742E,5342N 00742E,5342N 00742E,7.7,53.7,Neuharlingersiel ,Neuharlingersiel
DE,DE02,DENNH,Neuendorf (Insel Hiddensee),,,X,,2024: New entry as statistical port,,,Baltic Sea,5,DE80L,,,,,,,,,,,,,,,,,,,,,,,,,5455N 01331E,,,,,Neuendorf-Hiddensee
DE,DE01,DENOE,Norddeich,,,X,04114,,Comprehensive,,North Sea,4,DE947,,,,,,,,,,,,,,,,,,,,,,,,5337N 00709E,5337N 00709E,5337N 00709E,7.1560757,53.6299632,Norddeich ,Norddeich
DE,DE01,DENOR,"Nordstrand, Insel",,,X,,,,X,North Sea,4,DEF07,,,,,,,,,,,,,,,,,2007: considered by Eurostat as statistical port by default,,2005: New entry,,,,,5430N 00853E,5430N 00853E,5430N 00853E,8.855425834,54.4839325,,Nordstrand
DE,DE01,DENRD,Norderney I.,,,X,04115,,Comprehensive,X,North Sea,4,DE947,,,,,,,,,,,,,,,,,,,,,,,,,,5342N 00710E,7.183409798,53.70040076,Norderney I. ,Norderney
DE,DE01,DEOLO,Oldenburg/Oldenburg,,,X,04225,,,,North Sea,4,DE943,,,,,,,,,,,,,,,,,,,,,,,,5310N 00812E,5310N 00812E,5310N 00812E,8.237268071,53.140278,Oldenburg/Oldenburg ,Oldenburg
DE,DE01,DEPAP,Papenburg,,,X,04417,,,,North Sea,4,DE94C,,,,,,,,,,,,,,,,,,,,,,,,5304N 00724E,5304N 00724E,5304N 00724E,7.374685861,53.09199744,Papenburg ,Papenburg
DE,DE03,DEPEI,Peine,,,X,05106,,,,River Port,R,DE91A,,,,,,,,,,,,,,,,,,,,,,,,5219N 01014E,5219N 01014E,5219N 01014E,10.23550987,52.32071304,Peine ,Peine
DE,DE01,DEPEL,Pellworm I.,,,X,01309,,,X,North Sea,4,DEF07,,,,,,,,,,,,,,,,,,,,,,,,5431N 00838E,5431N 00838E,5431N 00838E,8.633333333,54.51666667,Pellworm I. ,Pellworm
DE,DE02,DEPUB,Putbus,,,X,,,,,Baltic Sea,5,DE80L,,,,,,2018: New entry as statistical port,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE02,DEPUT,Puttgarden,,DEBSK,,01707,2024: change to non-statistcal port,Comprehensive,X,Baltic Sea,5,DEF08,,,,,,,,,,,,,,,,,,,,,,,,,,5430N 01114E,11.2310667,54.5072997,Puttgarden ,Puttgarden
DE,DE01,DERAN,Morsum,,DESYT,,,,,X,North Sea,4,,,,,,,,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,UNECE list to be update (status code to be updated),,5451N 00818E,,,,,
DE,DE02,DEREN,Rendsburg,,,X,01607,,,,Baltic Sea,5,DEF0B,,,,,,,,,,,,,,,,,,,,,,,,,,5419N 00940E,9.683333333,54.3,Rendsburg ,Rendsburg
DE,DE02,DERSK,Rostock,,,X,23118,,Core,,Baltic Sea,5,DE803,,,,,,,,,,,,,,,,,,,,,,,,,,5409N 01206E,12.13329981,54.08330137,Rostock ,Rostock
DE,DE03,DESAR,Salzgitter,,,X,05108,,,,River Port,R,DE912,,,,,,,,,,,,,,,"2009: Change in port name replacing ""Salzgitter, Beddingen - zu Salzgitter -""",,,,"2005: Includes former DEBZS - Change in port name replacing ""Salzgitter""",,,,,5209N 01019E,5209N 01019E,5209N 01019E,10.33083194,52.15994316,Salzgitter ,Salzgitter
DE,DE02,DESAS,Sassnitz,,,X,23120,,Comprehensive,,Baltic Sea,5,DE80L,,,,,,,,,,,,,,,,,,,,,,,,,,5431N 01338E,13.64134962,54.51225243,Sassnitz ,Sassnitz
DE,DE03,DESLE,Spelle,,,X,,2024: New entry as statistical port,,,River Port,R,DE949,,,,,,,,,,,,,,,,,,,,,,,,,5222N 00728E,,,,,Spelle
DE,DE01,DESDD,Steenodde,,DEIAM,,01301,2024: change of statistical port (previously DEAMR),,,North Sea,4,,,,,,,,,,,,,,,,,,,,,,,2000: New entry as non-statistical port - Reference port DEAMR,,,,,,,Steenodde ,"Steenodde, Amrum"
DE,DE03,DESNE,Sehnde,,,X,05215,,,,River Port,R,DE929,,,,,,,,,,,,,,,,,,,,,,,2009: No data received since 2003: however keep,5219N 00956E,5219N 00956E,5219N 00956E,9.965209961,52.31490707,Sehnde ,Sehnde
DE,DE01,DESPI,Spieckeroog I.,,,X,04230,,,X,North Sea,4,DE94H,,,,,,,,,,,,,,,,,,,,,,,,5346N 00742E,5346N 00742E,5346N 00742E,7.7,53.76666667,Spieckeroog I. ,Spiekeroog
DE,DE01,DESTA,Stade,,,X,03127,,Comprehensive,,North Sea,4,DE939,,,,,,,,,,,,,,,,,,,,,,,2009: No data received since 1999: however keep,5336N 00929E,5336N 00929E,5336N 00929E,9.466666667,53.6,Stade ,Stade
DE,DE02,DESTL,Stralsund,,,X,23124,,,,Baltic Sea,5,DE80L,,,,,,,,,,,,,,,,,,,,,,,,,,5419N 01306E,13.10261516,54.31008288,Stralsund ,Stralsund
DE,DE01,DESTS,Stadersand,,DESTA,,03128,2024: change to non-statistcal port,,,North Sea,4,DE939,,,,,,,,,,,,,,,,,,,,,,2000: New entry as statistical port,2009: No data received since 2003: however keep,5338N 00931E,5338N 00931E,5338N 00931E,9.533333333,53.61666667,Stadersand ,Stader Sand
DE,DE01,DESYT,Sylt/Insel,,,X,,,,X,North Sea,4,DEF07,,,,,,,,,2015: New entry as statistical port,,,,,,,,,,,,,,UNECE list to be update (status code to be updated),,5454N 00820E,,,,,Sylt
DE,DE01,DETIN,Tinnum,,DESYT,,,,,X,North Sea,4,,,,,,,,,,2015: New entry as non-statistical port,,,,,,,,,,,,,,UNECE list to be update (status code to be updated),,5454N 00820E,,,,,
DE,DE02,DETRV,Travemunde,Travemünde,DELBC,,01801,,,,Baltic Sea,5,,,,,,,,2017: MCA changed into DE02 instead of DE01,,,,,,,,"2009: Re-introduced as non-statistical port - Reference port DELBC, as it was until 2004",,,,2005: Deleted: data already included in Statistical port: DELBC Lübeck,,,2000: New entry as non-statistical port - Reference port DELBC,Should be DE02 in Baltic sea,,,5358N 01054E,,,Travemünde ,Travemünde
DE,DE02,DEUCK,Ueckermunde,Ueckermünde,,X,,,,,Baltic Sea,5,DE80N,,,,,,,,,,,,,,,,,2007: considered by Eurostat as statistical port by default,,2005: New entry,,,,,5344N 01403E,5344N 01403E,5344N 01403E,14.06666667,53.73333333,,Ueckermünde
DE,DE03,DEUEL,Uelzen,,,X,03217,,,,River Port,R,DE93A,,,,,,,,,,,,,,,,,,,,,,,,5258N 01033E,5258N 01033E,5258N 01033E,10.55,52.96666667,Uelzen ,Uelzen
DE,DE03,DEVIW,Vierow,,,X,,,,,River Port,R,DE80N,,,,,,2018: New entry as statistical port,,,,,,,,,,,,,,,,,,,,,,,,
DE,DE03,DEVNA,Venhaus,,DESLE,,,2024: change to non-statistcal port,,,River Port,R,DE949,,,,,2019: New entry as statistical port,,,,,,,,,,,,,,,,,,,,,,,,,
