From EU Taxonomy compass,NACE,NACE sector,TAC NACE 2021,TAC rationale,"TAC is country dependent (0 = no, 1 = yes)",TEC NACE 2021,TEC rationale,"TEC is country dependent (0 = no, 1 = yes)"
1.0,F.42.91,Construction of water projects,0.0,The share of Taxonomy-aligned activities within this NACE code is very small at this stage. ,0.0,0,This NACE sector does not belong to the list of sectors defined as highly exposed to transition risk.,0
1.0,F.42.99,Construction of other civil engineering projects n.e.c.,0.0,The share of Taxonomy-aligned activities within this NACE code is very small at this stage. ,0.0,0,This NACE sector does not belong to the list of sectors defined as highly exposed to transition risk.,0
1.0,F.43,Specialised construction activities,0.4,"The TAC for NACE F43 is conservatively set equal to the lower between the TAC Activity for construction of new buildings and the TAC Activity for renovation of existing buildings. 
The TAC Activity for new buildings is estimated as follows. An activity is Taxonomy aligned if the NPED of the new construction is at least 10% lower than the NZEB. We assume that the metric used, i.e. net Primary Energy Demand (NPED), which measures energy efficiency of new buildings,  is uniformly distributed between 50% and 100% of the Near Zero-Energy Buildings (NZEB) requirements (expressed in kWh/m2). Under this assumption it follows that TAC = (0.9 - 0.5)/0.5 =  80%.",0.0,0,This NACE sector does not belong to the list of sectors defined as highly exposed to transition risk.,0
1.0,F.43.21 ,Electrical installation,0.0,The share of Taxonomy-aligned activities within this NACE code is very small at this stage. ,0.0,0,This NACE sector does not belong to the list of sectors defined as highly exposed to transition risk.,0
1.0,F.43.22,"Plumbing, heat and air-conditioning installation",0.12,Heatpumps represent 12% of installed heating and cooling units in the EU (source EC study: https://ec.europa.eu/energy/sites/default/files/documents/mapping-hc-excecutivesummary.pdf),1.0,0,This NACE sector does not belong to the list of sectors defined as highly exposed to transition risk.,0
0.0,G.45,,0.0,"Share of Battery Electric Vehicles (hybrid plug-in do not qualify) produced in EU (2019 data, source European Environment Agency: “Monitoring of CO2 Emissions from Passenger Cars – Regulation (EU) 2019/631 —European Environment Agency,” Data, June 26, 202",0.0,0.98,Complement to 1 of TAC of related code C29.10 Manufacturing of motor vehicles,0
0.0,G.46.71,,0.0,The share of Taxonomy-aligned activities within this NACE code is 0 since the activities in this code are not eligible (not included in the Taxonomy).,0.0,1,"Revenues in this NACE sector depend entirely from extraction, manufacturing or sale of fossil fuel. ",0
0.0,G.47.3,,0.0,The share of Taxonomy-aligned activities within this NACE code is 0 since the activities in this code are not eligible (not included in the Taxonomy).,0.0,1,"Revenues in this NACE sector currently depend entirely from extraction, manufacturing or sale of fossil fuel. ",0
1.0,H.49.10,"Passenger rail transport, interurban",0.562429861685148,"Share of Electrified railway lines over total (2019 data, source Eurostat: https://ec.europa.eu/eurostat/databrowser/view/RAIL_IF_LINE_NA__custom_1160037/default/table?lang=en)",1.0,0.43757013831485203,Complement to 1 of TAC.,0
1.0,H.49.20,Freight rail transport,0.562429861685148,"Share of Electrified railway lines over total (2019 data, source Eurostat: https://ec.europa.eu/eurostat/databrowser/view/RAIL_IF_LINE_NA__custom_1160037/default/table?lang=en)",1.0,0.43757013831485203,Complement to 1 of TAC.,0
1.0,H.49.31,Urban and suburban passenger land transport,0.018560177062249095,"Share of electric buses and trams over total buses and trams (2019 data, source Eurostat: https://ec.europa.eu/eurostat/web/transport/data/database)",1.0,0.9814398229377509,Complement to 1 of TAC.,0
1.0,H.49.32,Taxi operation,0.0025114910477356893,"Share of Electric Vehicles (plug-in hybrid electric vehicles do not meet the criteria) over total stock of passenger cars in the EU (2019 data, source Eurostat: https://appsso.eurostat.ec.europa.eu/nui/submitViewTableAction.do)",1.0,0.9974885089522643,Complement to 1 of TAC.,0
1.0,H.49.39,Other passenger land transport n.e.c.,0.0025114910477356893,"Share of Electric Vehicles (plug-in hybrid electric vehicles do not meet the criteria) over total stock of passenger cars in the EU (2019 data, source Eurostat: https://appsso.eurostat.ec.europa.eu/nui/submitViewTableAction.do)",1.0,0.9974885089522643,Complement to 1 of TAC.,0
1.0,H.49.41,Freight transport by road,0.0021822551637762384,"Share of electric lorries over total (2019 data, source Eurostat: https://ec.europa.eu/eurostat/databrowser/view/ROAD_EQS_LORMOT__custom_1153523/default/table?lang=en)",1.0,0.9978177448362238,Complement to 1 of TAC.,0
1.0,H.49.5,Transport via pipeline,0.0,The share of low-carbon gases is currently negligible.,0.0,1,"Complement to 1 of TAC. The revenues of this NACE sector currently depend almost entirely from extraction, manufacturing or sale of fossil fuel. ",0
1.0,H.49.5,Transport via pipeline,0.0,The share of Taxonomy-aligned activities within this NACE code is very small at this stage. ,0.0,1,"Revenues in this NACE sector currently depend entirely from extraction, manufacturing or sale of fossil fuel. ",0
1.0,H.50.1,Sea and coastal passenger water transport,0.0,The share of Taxonomy-aligned activities within this NACE code is very small at this stage. ,0.0,1,Complement to 1 of TAC.,0
1.0,H.50.2,Sea and coastal freight water transport,0.0,The share of Taxonomy-aligned activities within this NACE code is very small at this stage. ,0.0,1,Complement to 1 of TAC.,0
1.0,H.50.3,Inland passenger water transport,0.0,The share of Taxonomy-aligned activities within this NACE code is very small at this stage. ,0.0,1,Complement to 1 of TAC.,0
1.0,H.50.4,Inland freight water transport,0.0,The share of Taxonomy-aligned activities within this NACE code is very small at this stage. ,0.0,1,Complement to 1 of TAC.,0
0.0,H.51,,0.0,The share of Taxonomy-aligned activities within this NACE code is 0 since the activities in this code are not eligible (not included in the Taxonomy).,0.0,1,There are technological challenges to the transition to low-carbon fuels for this type of transport. ,0
1.0,H.52.21,Service activities incidental to land transportation,0.036485788706938325,"Length of electrified railways over total length of tracks and roads (2019 data, source Eurostat: https://ec.europa.eu/eurostat/web/transport/data/database?p_p_id=NavTreeportletprod_WAR_NavTreeportletprod_INSTANCE_yjUOJMEUlFPI&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view). ",1.0,0.9635142112930617,Complement to 1 of TAC.,0
1.0,H.52.22,Service activities incidental to water transportation,0.0,The share of Taxonomy-aligned activities within this NACE code is very small at this stage. ,0.0,1,Complement to 1 of TAC.,0
0.0,H.52.23,,0.0,The share of Taxonomy-aligned activities within this NACE code is 0 since the activities in this code are not eligible (not included in the Taxonomy).,0.0,1,There are technological challenges to the transition to low-carbon fuels for this type of transport. ,0
1.0,H.53.1,Postal activities under universal service obligation,0.0021822551637762384,"Share of electric lorries over total (2019 data, source Eurostat: https://ec.europa.eu/eurostat/databrowser/view/ROAD_EQS_LORMOT__custom_1153523/default/table?lang=en)",1.0,0.9978177448362238,Complement to 1 of TAC.,0
1.0,H.53.2,Other postal and courier activities,0.0021822551637762384,"Share of electric lorries over total (2019 data, source Eurostat: https://ec.europa.eu/eurostat/databrowser/view/ROAD_EQS_LORMOT__custom_1153523/default/table?lang=en)",1.0,0.9978177448362238,Complement to 1 of TAC.,0
1.0,J.61 ,Telecommunications,0.0,The share of Taxonomy-aligned activities within this NACE code is very small at this stage. ,0.0,0,This NACE sector does not belong to the list of sectors defined as highly exposed to transition risk.,0
1.0,J.62 ,"Computer programming, consultancy and related activities",0.0,The share of Taxonomy-aligned activities within this NACE code is very small at this stage. ,0.0,0,This NACE sector does not belong to the list of sectors defined as highly exposed to transition risk.,0
1.0,J.63.11,"Data processing, hosting and related activities",0.0,The share of Taxonomy-aligned activities within this NACE code is very small at this stage. ,0.0,0,This NACE sector does not belong to the list of sectors defined as highly exposed to transition risk.,0
1.0,L.68,Real estate activities,0.15,"The share of EPC A certified buildings over the total number of issued EPCs only exceeds 15% in NL (2020 data, source BPIE: https://www.bpie.eu/wp-content/uploads/2020/06/X-TENDO-REPORT_FINAL_200519_pages.pdf). However, issued EPCs only cover a fraction of the total building stock.",0.0,0.7,"Annex 2 of the Climate Delegated Act indicates as significantly harmful buildings belonging to the lower 70% of the building stock in terms of energy efficiency. Alternatively, all buildings with an EPC worse than C.",0
1.0,M.71,Architectural and engineering activities; technical testing and analysis,0.0,The share of Taxonomy-aligned activities within this NACE code is very small at this stage. ,0.0,0,This NACE sector does not belong to the list of sectors defined as highly exposed to transition risk.,0
1.0,M.71.1,Architectural and engineering activities and related technical consultancy,0.0,The share of Taxonomy-aligned activities within this NACE code is very small at this stage. ,0.0,0,This NACE sector does not belong to the list of sectors defined as highly exposed to transition risk.,0
1.0,M.71.12 ,Engineering activities and related technical consultancy,0.0,The share of Taxonomy-aligned activities within this NACE code is very small at this stage. ,0.0,0,This NACE sector does not belong to the list of sectors defined as highly exposed to transition risk.,0
1.0,M.71.2,Technical testing and analysis,0.0,The share of Taxonomy-aligned activities within this NACE code is very small at this stage. ,0.0,0,This NACE sector does not belong to the list of sectors defined as highly exposed to transition risk.,0
1.0,M.72.1,Research and experimental development on natural sciences and engineering,0.0,The share of Taxonomy-aligned activities within this NACE code is very small at this stage. ,0.0,0,This NACE sector does not belong to the list of sectors defined as highly exposed to transition risk.,0
0.0,N.77.1,,0.02,"Minimum between TAC of N.77.11 and N.77.12, which are mentioned in the Taxonomy and are the only children of N.77.1 .",0.0,0.98,Complement to 1 of TAC,0
1.0,N.77.11,Renting and leasing of cars and light motor vehicles,0.0025114910477356893,"Share of Electric Vehicles (plug-in hybrid electric vehicles do not meet the criteria) over total stock of passenger cars in the EU (2019 data, source Eurostat: https://appsso.eurostat.ec.europa.eu/nui/submitViewTableAction.do)",1.0,0.9974885089522643,Complement to 1 of TAC.,0
1.0,N.77.12,Renting and leasing of trucks,0.0021822551637762384,"Share of electric lorries over total (2019 data, source Eurostat: https://ec.europa.eu/eurostat/databrowser/view/ROAD_EQS_LORMOT__custom_1153523/default/table?lang=en)",1.0,0.9978177448362238,Complement to 1 of TAC.,0
1.0,N.77.21 ,Renting and leasing of recreational and sports goods,0.0,The share of Taxonomy-aligned activities within this NACE code is very small at this stage.,0.0,0,This NACE sector does not belong to the list of sectors defined as highly exposed to transition risk.,0
1.0,N.77.34,Renting and leasing of water transport equipment,0.0,The share of Taxonomy-aligned activities within this NACE code is very small at this stage. ,0.0,1,Complement to 1 of TAC.,0
0.0,N.77.35,,0.0,The share of Taxonomy-aligned activities within this NACE code is 0 since the activities in this code are not eligible (not included in the Taxonomy).,0.0,1,There are technological challenges to the transition to low-carbon fuels for this type of transport. ,0
1.0,N.77.39,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.",0.0,The share of Taxonomy-aligned activities within this NACE code is very small at this stage. ,0.0,0,This NACE sector does not belong to the list of sectors defined as highly exposed to transition risk.,0
1.0,S.95.21 ,Repair of consumer electronics,0.0,The share of Taxonomy-aligned activities within this NACE code is very small at this stage. ,0.0,0,This NACE sector does not belong to the list of sectors defined as highly exposed to transition risk.,0
1.0,S.95.22 ,Repair of household appliances and home and garden equipment,0.0,The share of Taxonomy-aligned activities within this NACE code is very small at this stage. ,0.0,0,This NACE sector does not belong to the list of sectors defined as highly exposed to transition risk.,0
,,,,,,,, 
