column,dtype,non_null,null
Indicator 5: Annual web traffic statistics,object,17,21
Unnamed: 1,object,8,30
Unnamed: 2,object,2,36
Unnamed: 3,object,2,36
Unnamed: 4,object,2,36
Unnamed: 5,object,2,36
Unnamed: 6,object,2,36
Unnamed: 7,object,2,36
Unnamed: 8,object,2,36
Unnamed: 9,object,2,36
Unnamed: 10,object,2,36
Unnamed: 11,object,2,36
Unnamed: 12,object,2,36
