"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Navigating a just and inclusive path towards sustainable oceans","https://scispace.com/paper/navigating-a-just-and-inclusive-path-towards-sustainable-28t8ccx8mb","2018","Journal Article","Marine Policy","Nathan J. Bennett
Nathan J. Bennett
Nathan J. Bennett","10.1016/J.MARPOL.2018.06.001","","","thoughts on priority action areas are identified in Table . Initiating a working group of researchers and practitioners to further examine these topics would allow for the proactive and participatory identification of priority topics for further research and practical outputs and actions to address the issues. Prioritizing justice and inclusion in the pursuit of sustainable oceans:
 Finally, the ocean funding community -including national and multi-lateral funding organizations (e.g, development aid agencies, development banks, World Bank, GEF, UNEP and FAO) large foundations (e.g., Moore, Packard, Oak, Bloomberg, Marisla, Pew, Walton, Waitt, etc. -see http://fundingtheocean.org) and funding collectives (e.g., Oceans 5) -need to ensure that they are advocating for policies and advancing programs that are socially responsible and that they are accountable to those implicated . Both multi-lateral funding organizations and foundations also have an important role to play in proactively supporting more inclusive ocean governance processes, insight-and solution-oriented research, knowledge co-production and dissemination efforts, and practical actions and programs to address social justice issues. Conclusion:
 Paying heed to social justice concerns does not preclude the importance of taking action to conserve and manage the marine environment and fisheries, as a sustainable and productive environment is also needed for food security, livelihoods, and a suite of economic and social benefits . In some cases, this may mean that difficult decisions and trade-offs are necessary. However, it is worrying that ocean sustainability is often treated like an end-sum game, where procedural and distributional considerations are less important than taking action to achieve desired outcomes. This paper suggests that both the means and the ends are important. Greater attention to both the processes through which ocean sustainability is pursued and to all three pillars (i.e., ecological, economic and social) of sustainability will pay dividends in our efforts to achieve a sustainable ocean. As policy-makers, managers, practitioners and funders are making decisions about policy creation, management actions, program design or funding priorities in the oceans, they need to also ask ""Who should be included in decision-making?"" and ""How will different groups be impacted by decisions?"". Proactive attention to these questions will help to ensure that injustices and exclusions are avoided and do not undermine the ocean sustainability agenda. Navigating a just and inclusive path towards sustainable oceans will require significant will and adequate support from policy circles and funding from foundations, governments and multi-lateral funding agencies. •:
 Promoting inclusive decision-making and planning processes that incorporate social considerations into marine protected area networks and management. •:
 Increasing collaboration with Indigenous communities and small-scale fishers in marine conservation, in recognition of their historical rights, tenure, use and cultural connections. •:
 Further developing and disseminating a code of conduct to guide and ensure accountability in marine conservation. •:
 Increasing the monitoring, evaluation and adaptive management of the social impacts of marine conservation. Socially responsible fisheries:
 • Increasing knowledge of and identifying actions to address human rights issues in fisheries. •:
 Supporting governance and market mechanisms to promote socially responsible seafood across the supply chain. •:
 Promoting decision-making and collaborative management processes that are inclusive of local people, smallscale fishers and Indigenous groups. •:
 Fostering fisheries policies and management actions that aim to achieve triple bottom-line sustainability, including ecological, economic and social outcomes."
"Towards a sustainable and equitable blue economy","https://scispace.com/paper/towards-a-sustainable-and-equitable-blue-economy-4ecc2s2rtf","2019","Journal Article","","Nathan J. Bennett
Nathan J. Bennett
Andrés M. Cisneros-Montemayor
Andrés M. Cisneros-Montemayor
Jessica Blythe
Jennifer J. Silver
Gerald G. Singh
Nathan Andrews
Antonio Calò
Antonio Calò
Patrick Christie
Antonio Di Franco
Antonio Di Franco
Elena M. Finkbeiner
Stefan Gelcich
Paolo Guidetti
Sarah Harper
Ngaio Hotte
John N. Kittinger
John N. Kittinger
Philippe Le Billon
Jane Lister
Rocío López de la Lama
Emma McKinley
Joeri Scholtens
Ann-Magnhild Solås
Merle Sowman
Nicolás Talloni-Álvarez
Lydia C. L. Teh
Lydia C. L. Teh
Michelle Voyer
U. Rashid Sumaila","10.1038/S41893-019-0404-1","https://scispace.com/pdf/towards-a-sustainable-and-equitable-blue-economy-4ecc2s2rtf.pdf","The global rush to develop the ‘blue economy’ risks harming both the marine environment and human wellbeing. Bold policies and actions are urgently needed. We identify five priorities to chart a course towards an environmentally sustainable and socially equitable blue economy.","Proactive, systematic and bold policies and actions are needed as ocean development proliferates within EEZs and in areas beyond national jurisdiction (ABNJ). Here, we identify five priorities 'chart a course' for environmentally sustainable and socially equitable blue growth. Charting a course for the blue economy:
 First, environmental sustainability and social equity must be prioritized in international negotiations and instruments relating to the oceans and ocean development. A number of global agreements -including the Convention on Biological Diversity, the UN Sustainable Development Goals, the UN Declaration of Human Rights, and the UN Declaration on the Rights of Indigenous Peoples -contain commitments relating to sustainability and equity. UNCLOS and numerous other ocean guidelines and conventions also touch on these issues. Yet neither an obvious coordinating body nor a comprehensive set of blue economy guidelines currently exists. Thus, we recommend that the UN establish or designate a commission or agency within the Economic and Social Council system to be responsible for synthesizing best practices and developing international guidelines for the implementation, monitoring and management of blue economy activities. Developing international guidelines would provide a foundation for international deliberations and multi-lateral discussions, as well as guidance for national policies and corporate activities. Such an initiative would require resources, time and broad support. Several pre-existing initiatives show momentum and provide building blocks including the FAO Voluntary Guidelines for Securing Sustainable Small-Scale Fisheries, The Commonwealth Blue Charter, and The European Commission's Blue Growth Strategy. Charting a course for the blue economy:
 Second, comprehensive legislation and effective regulatory agencies are necessary pre-conditions for sustainable blue economy development within national jurisdictions. National governments should thus strategize and focus their efforts on: addressing regulatory and institutional gaps that exist within current legal and governance frameworks; ensuring coherent policy coverage across different agencies and sectors (e.g., fishing, aquaculture, tourism, renewable energy, seabed mining, oil and gas, shipping); enabling integrated, inter-sectoral and science-based planning and management; harmonizing across jurisdictions and with international institutions; and, providing adequate financing to support management capacity and to ensure accountability. While many countries (e.g., Seychelles, South Africa, Grenada, Norway) are convening diverse groups of experts and stakeholders to tackle challenges associated with the emerging blue economy, other national governments must act quickly. Charting a course for the blue economy:
 Third, national governments also ought to develop guidelines that require equitable treatment of local populations and sharing of any wealth generated through blue growth. Insights may be gleaned from international agreements, existing corporate codes of conduct and principles of social responsibility  . Key considerations include: recognizing and protecting the tenure and access rights of coastal and Indigenous populations to fisheries and areas of the ocean; ensuring that labor and human rights are respected; establishing mechanisms to improve social and economic benefits (e.g., impactbenefit agreements, hiring and procurement procedures, capacity building) for local communities; and, creating pathways to increase local ownership (e.g., technology transfer, credit schemes, connections to markets). These actions will also help the private sector to create and maintain social license to operate in coastal and ocean spaces."
"Integrating environmental sustainability and social justice principles into South Africa's blue economy initiative: re-imagining the political economy of our ocean","https://scispace.com/paper/integrating-environmental-sustainability-and-social-justice-7n6lyve74xik","2024","Journal Article","Frontiers in ocean sustainability","Merle Sowman
Jackie Sunde","10.3389/focsu.2024.1459496","https://scispace.compdf/integrating-environmental-sustainability-and-social-justice-7n6lyve74xik.pdf","South Africa has vigorously embraced the concept of the blue economy. However, the scope, scale and impacts of South Africa's blue economy initiative, have raised significant concerns amongst local communities, NGOs and scholar activists in South Africa who are challenging South Africa's conceptualization of, and approach to “blue growth.” This paper provides a critique of South Africa's approach to planning, developing and governing the ocean economy and argues that the principles of social justice and environmental sustainability have been sidelined in favor of pursuing rapid economic growth. The paper examines key issues in the literature, environmental assessment processes, various legal cases that deal with mining, oil and gas applications, as well as insights from participation in several workshops with small-scale coastal fishing communities where issues on the blue economy were explored. These issues are discussed in relation to the growing literature on inclusive governance and integration of social justice and equity principles as foundational for fostering a sustainable and equitable blue economy. We conclude with proposals for embedding environmental sustainability and social justice principles, in a co-created blue economy policy and governance framework for South Africa. ","principles and re-directed the focus of the blue economy toward the benefit of large, industrial interests. Conclusions: Solidarity across coastal communities, civil society and social movements has made significant progress in resisting these power relations and reclaiming the ocean space. Conclusions:
 In terms of the way forward however, there is an urgent need for an inclusive, integrated, environmentally sustainable and socially just approach to ocean governance that recognizes that environmental and social justice are inseparable from economic development. Conclusions:
 There is no future ocean imaginary without addressing our need to transform the current trajectory and political economy of the ocean, develop new policy and legislation that clearly operationalizes these environmental and social justice imperatives and ensures that implementation of ocean developments enables ocean-human wellbeing. Conclusions:
 As expressed in the new Global Biodiversity Framework, this is a ""Wholeof-government and whole-of-society approach"" and ""Its success requires political will and recognition at the highest level of government and relies on action and cooperation by all levels of government and by all actors of society"" (CBD Section 7c, 2022)."
"Blue economy discourses and practices: reconfiguring ocean spaces in the Philippines","https://scispace.com/paper/blue-economy-discourses-and-practices-reconfiguring-ocean-3cnzx5eud8","2020","Journal Article","Maritime Studies","Paula Satizábal
Wolfram Dressler
Michael Fabinyi
Michael D. Pido","10.1007/S40152-020-00168-0","https://scispace.com/pdf/blue-economy-discourses-and-practices-reconfiguring-ocean-3cnzx5eud8.pdf","Blue economy initiatives have emerged along marine and coastal areas, seeking to bring the green economy into a ‘blue world’. Often defined as a global policy agenda, blue economy discourses and practices aim to generate ‘blue growth’ by linking poverty reduction, social equality, and marine conservation. While global and national policies have spent decades addressing coastal resource management, broader blue economy discourses and practices seem, on the surface, to promote economic growth strategies for marine conservation. Increasingly, new market-oriented programs and projects aim to tap the financial value of the ocean’s ‘blue capital’, ostensibly fostering income generation and sustainable solutions for conservation finance. Drawing on critical discourse analysis and key-informant interviews across scales, we examine the meanings and practices of the blue economy in Southeast Asia and in the Philippines. As an archipelagic nation, millions of coastal dwellers in the Philippines depend on oceans as a major source of livelihood, food security, and well-being. We examine how multilateral institutions, bilateral organisations, state agencies, civil society organisations, and other key actors represent and enact the blue economy discursively and in practice. We find that oceans are being imagined as an open frontier that must be managed and utilised for both conservation and economic purposes. New territorialisation processes are creating new borders and management structures that often bypass social and environmental safeguards, posing a major threat to coastal dwellers. We conclude that by foregrounding economic development and coastal management, more socially just and environmentally sustainable governance approaches are neglected.","Satizábal,Wolfram H Dressler,Michael Fabinyi,Michael D Pido Keywords: Blue economy, blue growth, marine governance, frontiers, sustainable development, Philippines Blue economy, blue growth, marine governance, frontiers, sustainable development, Philippines Introduction:
 The past three decades have seen a gradual shift from state-led coastal and marine governance to public-private partnerships that leverage bilateral and private sector investments to fund management interventions in oceans globally . Introduction:
 Under the banner of 'partnerships', these actors and networks forge alliances among donors (multilateral and bilateral, including banking institutions), public agencies, civil society organisations, and private sector institutions (e.g., philanthropic organisations and speculative investors) to generate and influence global and national policy agendas in a so-called 'blue economy' . Introduction:
 On the surface, these partnerships are framed and represented as congenial, productive spaces wherein environmentally sustainable solutions can be forged by sharing human, financial, and material resources that can ultimately foster sustainable economic growth in coastal and marine spaces ). In fusing growth and sustainability, however, the nascent blue economy agenda is intensifying economic investment and extraction in oceans, with the potential to further exclude marginalised actors ). In the blue economy, the governance of oceans involves their configuration as 'frontiers', creating boundaries and management interventions to target their full market potential through extraction and/or conservation, often without the participation of coastal dwellers . Introduction:
 While studies have examined the global rise of the blue economy, in this paper, we critically engage with blue economy discourse to examine how this global agenda unfolds in Southeast Asia and the Philippines in particular (see . We show that while there is a clear mandate to exploit and or conserve oceans for state and private sector interests, there is no clear consensus on what the blue economy means or attempts to pursue on the ground, or how it differs from previous coastal and marine program interventions. Unsurprisingly, variously positioned actors understand and engage with the notion in multiple ways , shaping the blue economy agenda in whichever direction they prefer, with potential opportunities in terms of coastal livelihood support, and detrimental outcomes for coastal dwellers linked to reclamation, dispossession, and overexploitation . Recent research describes emerging blue economy discourse in terms of governing oceans as natural capital and good business . Others have shown how actors use these discourses to position knowledge production and facilitate economic development, and thereby create new ocean frontiers .  shows how China's blue economy, for example, involves the state opening and claiming ocean territory as newly governable spaces for resource control and exploitation. Across polar, temperate, and equatorial oceans, others show how the notion of the blue economy is linked to national and regional sustainable development agendas that drive economic growth and resource accumulation . Introduction:
 In all of these cases, new knowledge, investments, and technologies render oceans as measurable, fixed entities that can be better controlled and managed for 'blue growth' that will somehow reconcile conservation and development in the context of coastal livelihood changes, struggles, and resistance."
"Blue Economy, Blue Growth, Social Equity and Small-scale Fisheries: A Global and National Level Review","https://scispace.com/paper/blue-economy-blue-growth-social-equity-and-small-scale-f1omx1he","2023","Journal Article","Studies in social science research","Jewel Das","10.22158/sssr.v4n1p38","https://scispace.com/pdf/blue-economy-blue-growth-social-equity-and-small-scale-f1omx1he.pdf","One of the most promising economic arenas in the coming decades is the ocean and there are currently numerous initiatives to the ‘blue economy’ discourse that revolves around the argument that small-scale fishers’ livelihoods require greater attention. To synthesize current scientific knowledge and address prevailing research gaps surrounding this discourse, I conduct a scoping review of global literature on the blue economy, blue growth, social equity, and Small-Scale Fisheries (SSF) analyse different international policy papers and national-level blue economy plans. To explore the need for further research, this review focuses on how different aspects of the blue economy risks lead to inequity in the pursuit of ocean sustainability. Based on the initial content analysis, I identify evidence for undermining social equity and justice related to the ocean and find that social equity is often overlooked in national-level blue economy and blue growth initiatives. This overlooking leads to or accelerates processes of coastal and ocean grabbing, displacement, dispossession, and exclusion which strongly impact the livelihoods of marginalized coastal communities, particularly, small-scale fishers in various parts of the world. The collected evidence suggests that there is a missing link between international policy deliberations and national-level implementation plans in the blue economy context. Numerous studies claim that critical re-thinking of policies is required to ensure the sustainability of blue economy trajectories. Unchecked economic growth in the ocean as in other realms can reinforce inequities and unjust and inequitable resource distribution patterns. To pre-empt, mitigate, and resolve likely conflicts, deeper insights are needed to address the impacts of the blue economy and blue growth on coastal livelihoods. I suggest investigating the causes of conflict and further research on how governance responds to sustain small-scale fisheries while embracing the blue economy and blue growth agendas.","collaboration in BE sustainable research. Its connection with SDGs reinforces the necessity for it. Yet, the challenge is embracing BE or BG in different ways by different countries. 'Blind spots' are needed to be addressed while pursuing BE research . Equity implications in the BE/BG literature:
 Consideration of ocean equity or social equity or social justice or environmental justice in oceancentric policy formation is crucial from instrumental and ethical aspects . Figure  shows the dominancy of economic expansion in the coasts and oceans while advancing BE and BG initiatives. A debate revolves around the question: 'do BE development frameworks consider 'social equity' or not (Cisneros-Montemayor, 2019)? Because BE also creates social risks and those can lead to inequalities and injustice. Procedural fairness and distributional impacts of actions in marine and coastal realms are important to consider social equity . Although BE holds the promise of a 'triple win' on the ecological, social, and economic fronts, the social and ecological impacts of these changes are poorly addressed in BE policy papers . Access to benefits and resources from the ocean is inequitably distributed which is vastly evidenced . Nevertheless, economic benefits due to ocean industries advantage society or lead to marginalizationremain unexplored. Building upon SSF research that sheds light on resiliency, researchers increasingly argue that 'life above water' needs more concern for access rights, inclusion, and equitable distribution of resources. Equity implications in the BE/BG literature:
 Despite having 'triple bottom line objectives' of ensuring a sustainable environment, economic expansion, and social equity, in several definitions , it is not reflected in BE practices.  states aspects of BE 'represent a general agreement in the abstract, but they generate endless  disagreements about what they might mean in practice' . Global evidence of ocean and coastal grabbing, control grabbing, dispossession, displacement, inequitable distribution of benefits, conflicts, etc. are common (Figure ). This study finds that national-level BE initiatives also clearly lack equity and justice directives. Equity implications in the BE/BG literature:
 Developing countries, where poverty is entwined with coastal marginal communities, are excessively experiencing negative impacts of privatization and coastal industrial growth. Dominance in economic expansion hinders social sustainability. Moreover, environmental sustainability is also vital to sustaining coastal societal systems due to people's dependence on nature. 57:
 The economic frontierthe ocean signifies a dimension of opportunity. The pressing question regarding this is, of course, the creation of opportunity for whom? A demand for systematic studies of coastal development and poverty status remains imperative. Though BE appeals to stable development and protection simultaneously, it is complicated by overlapping and multiple uses of coasts and oceans . Now, focusing on policies needs to be considered for the social and economic well-being of natives at the national level.  criticizes BE as a state-driven complex initiative as it turns ecologically productive contexts into eco-cities and wipes out local fishers. 57:
 Sometimes it is difficult for the locals to assess the monetary value of nature and its longstanding value . The coastal poor receive the excessive pressures of coastal investment in terms of grabbing. Hearing local users' voices in national-level BE policy formulation and implementation is necessary based on the global evidence that is also documented in this study."
"Securing a Just Space for Small-Scale Fisheries in the Blue Economy","https://scispace.com/paper/securing-a-just-space-for-small-scale-fisheries-in-the-blue-3ohirqrq1r","2019","Journal Article","Frontiers in Marine Science","Philippa J. Cohen
Philippa J. Cohen
Edward H. Allison
Edward H. Allison
Neil L. Andrew
Joshua E. Cinner
Louisa Evans
Louisa Evans
Michael Fabinyi
Len R. Garces
Stephen J. Hall
Christina C. Hicks
Christina C. Hicks
Christina C. Hicks
Terry P. Hughes
Svein Jentoft
David J. Mills
David J. Mills
Rosalie Masu
Emmanuel K. Mbaru
Blake D. Ratner","10.3389/FMARS.2019.00171","https://scispace.com/pdf/securing-a-just-space-for-small-scale-fisheries-in-the-blue-3ohirqrq1r.pdf","The vast developmental opportunities offered by the world's coasts and oceans have attracted the attention of governments, private enterprises, philanthropic organizations, and international conservation organizations. High-profile dialogue and policy decisions on the future of the ocean are informed largely by economic and ecological research. Key insights from the social sciences raise concerns for food and nutrition security, livelihoods and social justice, but these have yet to gain traction with investors and the policy discourse on transforming ocean governance. The largest group of ocean-users - women and men who service, fish and trade from small-scale fisheries (SSF) - argue that they have been marginalized from the dialogue between international environmental and economic actors that is determining strategies for the future of the ocean. Blue Economy or Blue Growth initiatives see the ocean as the new economic frontier and imply an alignment with social objectives and SSF concerns. Deeper analysis reveals fundamental differences in ideologies, priorities and approaches. We argue that SSF are being subtly and overtly squeezed for geographic, political and economic space by larger scale economic and environmental conservation interests, jeopardizing the substantial benefits SSF provide through the livelihoods of millions of women and men, for the food security of around four billion consumers globally, and in the developing world, as a key source of micro-nutrients and protein for over a billion low-income consumers. Here, we bring insights from social science and SSF to explore how ocean governance might better account for social dimensions of fisheries.","the ""safe and just space"" that defines the scope for sustainable development more broadly . Small-scale fisheries (SSF) provide a powerful example of the way in which contemporary changes to ocean governance are balancing, reconciling and trading off multiple interests and objectives. INTRODUCTION:
 In developing countries oceans support 47 million women and men engaged in small-scale fishing and fish-trading . However, SSF are increasingly squeezed by industrial fishing fleets and large-scale aquaculture servicing global seafood buyers, the establishment of no-fishing reserves for conservation, coastal development and industrialization of seascapes, and the pursuit of mineral wealth ; Figure ). The economic promise of oceans has captured the attention of conservationists, business leaders, funders, governments, and multi-lateral organizations including the United Nations and the World Bank. This is illustrated by an uptick in global ocean-focused conferences that have previously framed conservation as the leading agenda, which now emphasize a focus on the ""Blue Economy"" . The ""Blue Economy"" and ""Blue Growth"" agendas frame the ocean as the new economic frontier. For example, the now annual World Ocean Summit, hosted by The Economist (the most recent one took place in Abu Dhabi in March 2019) is attended by business leaders, big international conservation non-government organizations and economists who aim ""to deepen engagement with the private sector and particularly private capital's involvement with the ocean"" (Project AWARE, 2018) with a vision of ""an ocean in robust health and a vital economy."" The Blue Economy aims to tap into the estimated USD 24 trillion in potential goods and services (i.e., energy generation, mining, tourism, maritime transport, aquaculture, and capture fisheries), derived from the world's oceans, and to balance industrialization of oceans with environmental protection . Initiatives framed around the Blue Economy or Blue Growth purport that economies, societies and marine environments will all benefit; however, the logic for reaching these win:win:win outcomes through the strategies described has been contested . It has been argued that these same strategies have not led to environmentally sustainable and equitable outcomes on land (e.g., , so there is little reason to expect them to perform better at sea. Oceans provide broad-based public goods; the governance strategies and management practices proposed in Blue Economy initiatives may lead to, or accentuate, inequitable capture of these goods to generate private wealth for a relative few . There are concerns expressed by small-scale fisher groups that the Blue Economy agenda undervalues social objectives, and in doing so threatens the basic imperative of providing both livelihoods and affordable, nutrient dense food for those who need it most (e.g., . To date, considerations of food security and human rights have not been front and center in high-level dialogue around the Blue Economy. Small-scale fishers have been notably underrepresented (e.g., World Ocean Summit held in 2017; Our Oceans Conference held in 2018) considering that SSF employ more women and men than all other ocean economic sectors combined   . This imbalance has raised considerable concern from small-scale fisher associations, other civil society groups, social scientists and development practitioners . These actors have spearheaded strong resistance to ocean initiatives that were viewed as driving economic reforms  and more recently those specifically aligned to the Blue Economy agenda ."
"Oceans justice: Trade-offs between Sustainable Development Goals in the Seychelles","https://scispace.com/paper/oceans-justice-trade-offs-between-sustainable-development-h1j3i6e3","2023","Journal Article","Marine Policy","Susan F. Baker
Natasha Louise Constant
Poppy Nicol","10.1016/j.marpol.2022.105357","https://scispace.com/pdf/oceans-justice-trade-offs-between-sustainable-development-h1j3i6e3.pdf","","also seen as required to realize social equity and sustainability, built upon government mandates guaranteeing information transparency and well-designed decision-making processes that ensure all voices are heard and incorporated into decisions . Attention has also been focused on the need to democratise ocean knowledge . Discussion and conclusion:
 We started this paper by arguing that recognition and procedure are two key features of governance that support equitable outcomes from public policy. Procedural fairness and distributive justice go hand in hand and serve as critical mechanisms for promoting social equity. We recommend that governance processes associated with ocean development engage in forms of participation that promote procedural fairness. This requires teaching cultural acceptance of the value of fairness within management, acknowledging the importance of drawing upon diverse knowledge type in participatory processes, and ensuring transparency in decision making. The practice of good governance can act as a key mechanism, but this needs to be combined with recognition. Recognition is based on acceptance of the rights of others, including of nonhumans, to have their interests accounted in policy making. Combining recognition and procedure will provide mechanism of justice to steer ocean development planning and is an important first step in ensuring equitable outcomes when addressing trade-offs in the implementation of SDGs. Discussion and conclusion:
 Justice is a systems attribute and further research is needed on the role of justice in system change. By distinguishing between the outcome that we wish to achieve, social equity, and the mechanism to promote these outcomes, namely the exercise of justice in public policy actions and decisions, we sharpen our focus on how social equity can be achieved in practice and on the research that is needed to support those efforts. New efforts are needed to identify trade-offs in the SDGs and how decisions on the distribution of benefits are made and by whom. Further research is also needed into how and in what ways the exercise of good governance principles, such as transparency and participation, can be institutionalised in practice. Justice and equity are ultimately related, and we hope that this paper has contributed by showing the key role that justice, in its different forms, plays in promoting social equity within the system."
"Putting coastal communities at the center of a sustainable blue economy: A review of risks, opportunities, and strategies","https://scispace.com/paper/putting-coastal-communities-at-the-center-of-a-sustainable-2995t4db","2023","Journal Article","Frontiers in political science","Louisa Evans
P.M. Buchan
Matt Fortnam
M B Honig
Louise Heaps","10.3389/fpos.2022.1032204","https://scispace.com/pdf/putting-coastal-communities-at-the-center-of-a-sustainable-2995t4db.pdf","New approaches to ocean governance for coastal communities are needed. With few exceptions, the status quo does not meet the diverse development aspirations of coastal communities or ensure healthy oceans for current and future generations. The blue economy is expected to grow to USD2.5–3 trillion by 2030, and there is particular interest in its potential to alleviate poverty in Least Developed Countries and Small Island Developing States, and to support a blue recovery from the COVID-19 pandemic. This paper presents a selective, thematic review of the blue economy literature to examine: (i) the opportunities and risks for coastal communities, (ii) the barriers and enablers that shape community engagement, and (iii) the strategies employed by communities and supporting organizations, which can be strengthened to deliver a ‘sustainable' blue economy and improve social justice for coastal communities. Our review finds that under business-as-usual and blue growth, industrial fisheries, large-scale aquaculture, land reclamation, mining, and oil and gas raise red flags for communities and marine ecosystems. Whereas, if managed sustainably, small-scale fisheries, coastal aquaculture, seaweed farming and eco-tourism are the most likely to deliver benefits to communities. Yet, these are also the sectors most vulnerable to negative and cumulative impacts from other sectors. Based on our evaluation of enablers, barriers and strategies, the paper argues that putting coastal communities at the center of a clear vision for an inclusive Sustainable Blue Economy and co-developing a shared and accessible language for communities, practitioners and policy-makers is essential for a more equitable ocean economy, alongside mainstreaming social justice principles and integrated governance that can bridge different scales of action and opportunity.","ecosystems and the communities dependent upon them and how the voice and actions of communities might be better included into sustainable blue economy strategies, planning approaches, and decisionmaking, in order to deliver a more equitable and sustainable development trajectory within the blue economy. . Conclusion:
 of their affiliated organizations, or those of the publisher, the editors and the reviewers. Any product that may be evaluated in this article, or claim that may be made by its manufacturer, is not guaranteed or endorsed by the publisher."
"Legitimacy and EU Marine Governance","https://scispace.com/paper/legitimacy-and-eu-marine-governance-3o2w8svz","2023","Book Chapter","","William Brandon Smith","10.1017/9781009253741.020","https://scispace.com/pdf/legitimacy-and-eu-marine-governance-3o2w8svz.pdf","Measures taken as part of marine governance can have significant implications for the social, economic and cultural interests and identities of individuals and groups of people. This makes it important to inquire about the legitimacy of key laws and policies in this field. The EU has developed a comprehensive set of rules for protection of the marine environment, promotion of sustainable ’blue growth’ and efficient use of marine space. The Chapter assesses and compares the extent to which and how legitimacy is considered in the three main legal instruments making up this regulatory framework, i.e., the Water Framework Directive, the Marine Strategy Framework Directive, and the Maritime Spatial Planning Directive. Although considerable differences exist between the directives, social and legitimacy aspects generally receive quite limited attention and tend to be addressed mostly by means of public participation, a practice that in itself is associated with considerable legitimacy challenges. ","models. In practice, however, law is not static and is always subject to interpretation. Hence, intentionally adaptive legal structures are not inherently different from more traditional legal arrangements. They can even make the inevitable adjustments to changing circumstances more transparent and easier to anticipate. concluding discussion:
 The MSPD, which is much more comprehensive in its aim than the two other directives, is also so vague in terms of substantive requirements that it hardly restricts the scope of (legitimate) national or local balancing of objectives. On the other hand, it is prone to criticism for being too thin on substance, making it impossible to know what to expect as a result of its implementation. concluding discussion:
 While the MSPD most explicitly recognises the need for considering multiple interests and objectives in marine governance, none of the marine directives is particularly clear on how to address the 'wicked' aspects of marine governance. Although the MSFD mandates consideration of social and economic impacts of targets and measures and a non-binding guidance to the WFD makes reference to the need for identifying and possibly compensating 'the losers', there is little clarity as to how this can or should be done and what results to expect. In some ways, this may be positive. The EU legislator may not be best placed to legitimately arbitrate between complex interests, and the WFD and the MSFD are explicitly focused mainly on ecological dimensions. At the same time, one could at least have expected clearer demands on the principles and processes to be used for dealing with such challenges in a transparent and legitimate way. Now, this is almost entirely left to individual Member States, making outcomes as well as processes very different between countries. Reasonably, the legitimacy of EU legal acts can suffer if what they are seen to deliver varies considerably across the Union. Both the WFD and the MSFD have also been criticised for being silent on access to justice as they do not ensure that the public have legal means to challenge the validity of an adopted programme of measures.  As noted previously, the perceived fairness of decision processes has clear implications for the extent to which management is deemed legitimate. This lends support to the argument that increased attention to and transparency about actual and perceived trade-offs among users and interests are important, not least in maritime planning.  To better address such aspects, the use of a 'sociocultural approach' has been proposed, dealing with issues such as procedural justice, social inclusion and knowledge pluralism.  However, the Member States already have tools they can employ to increase transparency and quality in the way they deal with social dimensions of marine governance. These include social impact assessment and stakeholder perceptions and interest assessment.  All three directives largely rely on participation for dealing with core legitimacy dimensions. While participation can be a way of enhancing both input and throughput legitimacy, participation as a provider of legitimacy is not unproblematic. Challenges pertain inter alia to defining who has a legitimate say in decisionmaking processes,  and to ensuring that participation can be genuine, with stakeholders understanding what can and cannot be changed through a participatory process as well as seeing that their participation is meaningful and can affect the outcome.  Sufficient time must also be allowed for deliberations and integration of varied interests and different kinds of knowledge."
