column,dtype,non_null,null
Unnamed: 0,float64,0,32
Unnamed: 1,str,6,26
Unnamed: 2,float64,0,32
Unnamed: 3,float64,0,32
Unnamed: 4,float64,0,32
Unnamed: 5,float64,0,32
Unnamed: 6,float64,0,32
Unnamed: 7,str,6,26
