column,dtype,non_null,null
Sensory Group,object,5,0
Sensor / Modality,object,5,0
Grouping Justification,object,5,0
Stop Trigger: Santa Apolónia (OPS),object,5,0
Stop Trigger: Beato (BioBus/Lab),object,5,0
Stop Trigger: Barreiro (HyChem),object,5,0
