"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Plagues, past, and futures for the Yagan canoe people of Cape Horn, southern Chile","https://scispace.com/paper/plagues-past-and-futures-for-the-yagan-canoe-people-of-cape-k84xpktkdy","2021","Journal Article","Maritime Studies","Gustavo Blanco-Wells
Macarena Libuy
Alberto Harambour
Karina Rodríguez","10.1007/S40152-021-00217-2","https://scispace.com/pdf/plagues-past-and-futures-for-the-yagan-canoe-people-of-cape-k84xpktkdy.pdf","The manner in which the COVID-19 pandemic has affected the indigenous Yagan people of Navarino Island in southern Chile is the topic of this paper. Like other First Nation communities, these nomadic people suffered decimation and disease in successive encounters with Europeans, and then, in the mid-twentieth century, forced sedentarization by the Chilean State. More recently, the Yagan have fought the expansion of salmon aquaculture to the Island. Making use of a sociomaterial approach, we examine how the threat of past and present viruses and diseases, added to the tragic effects of colonization, become part of a broader sociohistorical debate on the right of coastal peoples to their maritories. Paradoxically, our results suggest that COVID-19 has become part of an assemblage of ethnic revitalization, opening possibilities for the Yagan clans to make some of their envisioned futures possible.","inter-species relationships, allows us to understand the virus not only as an agent of disease and poverty creating relationships that kill or make life difficult but it also unveils plausible futures that occur in a process of ethnic revitalization and re-politicization. Uncertainties:
 What we call the sociomaterial approach is a theoretical grouping related to post-humanism, finding its common denominator in the ideas of a n d translating into an understanding of the agency of bodies and materials, organic and inorganic, and their mutual constitution in multiple and open forms of coexistence. This grouping includes a variety of theoretical branches: new materialisms, actor-network theory, affect theories, assemblage theory, non-representational theory, speculative realism, and vital materialism, and authors as diverse as Isabelle Stengers, Bruno Latour, Donna Haraway, Anna Tsing, Jane Bennet, Manuel De Landa, and Brian Massumi among the most prominent (Wolfe 2010;G r u s i n2015;C h a n d l e r2018). Posthumanism also finds epistemic affinity with some of the approaches of the so-called ontological turn, and, of particular interest for this work, with the political ontology of Latin American authors such as Arturo Escobar, Mario Blaser, Marisol de la Cadena, and Eduardo Kohn . The ontological turn would have, as a shared element, a common diagnosis: we would be witnessing a broader type of change, ""the specter of a global ecological crisis"" ) that urges us to explore possibilities of conviviality beyond the modern tools of science, democracy, and capitalism. Political ontology recognizes the pluriverse of entities that populate the world such as experienced by indigenous territoriality in which the human, non-human, and more-than-human are heterogeneously associated. In this perspective, the peoples of Latin American territories live, name, and represent worlds (or parts of worlds) in an ontologically different manner than is done through Eurocentric and technocratic rationality (De la Cadena 2015; De la Cadena and Blaser 2018); so, most of the conflicts-environmental or otherwise-arise from the inability of modern rational epistemologies to understand certain relationships between humans and other natures . , in her comment on the Manifesto for the marine social sciences , identifies the existence of epistemological and ontological diversity as part of an invitation to decolonize marine sciences.  have also noted the shift from exclusively epistemological questions raised by maritime scholarship towards an engagement with ontological ones, from a concern about how our theories and methods are not mere representations but are ""world making."""
"Reflections on social experiences in maritime communities : the portuguese case in the early modern age : specificity or globalisation of a group profile?","https://scispace.com/paper/reflections-on-social-experiences-in-maritime-communities-4659949mb8","2000","","","Amélia Polónia","","https://scispace.com/pdf/reflections-on-social-experiences-in-maritime-communities-4659949mb8.pdf","Social history of maritime communities – some epistemological issues The paper aims to present some epistemological reflections to sustain a possible research model on social approaches on maritime societies. Maritime history, European or Portuguese, has been centred on approaches which gave prevalence to the study of techniques, nautical knowledge, navigations, seafarer, warfare, shipping, and economic dynamics, mostly trade nets, in an internal, international and overseas point of view. Even if last years the Portuguese academic researchers produced some valuable works on maritime history, there aren’t enough contributes which promoted a social approach on maritime communities and societies. Even if some specific maritime communities, mostly those of fishermen, have been object of anthropological and historical enquires, they are mostly centred on modern or recent history, and don’t answer necessarily to Early modern contextual problems nor are pertinent and applicable to broaden maritime extracts. From an historical point of view, facing the problematic of social dynamics in seaport societies is not an easy task. There isn’t any approaching model, neither one only performance profile or one only picture of social relations in seaports societies. In the same way that seaport studies require a previous classification of seaport typologies, and its inclusion in seaport hierarchies, also the discussion on social dynamics implies a previous call of attention that underline the specificity and even the objective differences between maritime realities.","os bairros de pescadores. Não há, sob este ponto de vista, uma norma inquestionável, o que sobrevaloriza, uma vez mais, a importância dos estudos de caso, dos estudos locais. Papel feminino em sociedades marítimas:
 Próximos dos artesãos, dos mercadores, dos burgueses, dos nobres, segundo o valor dos seus rendimentos e os seus níveis de fortuna e de cultura, ou segundo a sua precariedade material e a sua representação social, as gentes do mar não deixam, porém, de manifestar comportamentos originais que obrigam os estudos de dinâmicas socais em espaços portuários a tomá-los na sua individualidade e a discutir a sua identidade e capacidade de integração social. Conforme os sub-grupos internos, conforme as conjunturas locais e a sua evolução diacrónica, é maior ou menor a sua coesão interna ou a sua diluição social, a sua maior ou menor integração na comunidade ou o reforço da sua endogamia grupal. Só a multiplicação de trabalhos incidentes sobre estas comunidades poderá aclarar estas matérias. Papel feminino em sociedades marítimas:
 Simultaneamente em contacto com os outros habitantes do mesmo espaço urbano, e a eles estranhos pelo trabalho, pelo ritmo quotidiano, pelos comportamentos, pelos hábitos, pelos valores, os agentes marítimos integram-se com maior ou menor facilidade ou vontade numa colectividade que ora os aceita e promove, ora os exclui, votando-os em bloco, ou a alguns dos seus estratos, a formas de ostracismo social, que se constituem em simultâneo em formas de consolidação de códigos de solidariedade grupal. Papel feminino em sociedades marítimas:
 Importa, em paralelo, debater, através do cruzamento de estudos vários sobre comunidades marítimas europeias, uma questão básica: são estes perfis de actuação e desempenhos sociais; são as vivências comuns da experiência marítima; é a relativa excentricidade destes grupos em relação a uma comunidade marítima mais vasta, apenas factores de especificidade e de individualidade que contribuam para fenómenos de exclusão e de clivagem interna numa sociedade mais vasta, ou poderão esses traços contribuir, em simultâneo, pela sua transversalidade internacional, a ser conferida, apontar para uma ""globalização"" de valores, de procedimentos, de códigos de conduta e para formas de solidariedade que extrapolem as fronteiras políticas e mesmo, porventura, as confessionais?"
"La pluriactivité dans les sociétés littorales XVIIe-XIXe siècle","https://scispace.com/paper/la-pluriactivite-dans-les-societes-littorales-xviie-xixe-2zp7d9jjlb","2002","Journal Article","Annales De Bretagne Et Des Pays De L Ouest","Gérard Le Bouëdec","10.4000/ABPO.1627","https://scispace.com/pdf/la-pluriactivite-dans-les-societes-littorales-xviie-xixe-2zp7d9jjlb.pdf","Dans cet espace d’interface qu’est la zone littorale, les usages de la mer ne determinent pas de clivages etanches entre les populations terriennes et maritimes. Le rapport a la mer est variable. Si le concept de vocation maritime est trop souvent invoque pour qualifier au nom d’un determinisme ou d’une force irresistible le choix des riverains qui s’engagent dans une voie maritime pure et dure, celui de pluriactivite permet de decliner les rapports complexes que nouent les populations du littoral avec l’estran et la mer.","sociétés littorales même s'il ne faut pas se cacher les tensions qui vont se multiplier dans de nombreuses communes aboutissant parfois à des scissions entre les quartiers maritimes et les bourgs plus ruraux. Le rapport à la mer, même privilégié, n'est jamais exclusif:
 Mais ces tensions traduisent en partie la double évolution qui s'affirme dans la seconde moitié du XIX e siècle et qui fait reculer la pluriactivité. Le métier de navigant devient le métier de toute une vie pour une partie des inscrits, mais avec une spécialisation technique du fait de la motorisation vapeur, puis diesel des flottes marchandes et militaires et du chalutage industriel. L'industrialisation des pêches met à mal la pluriactivité ruromaritime en absorbant dans les conserveries l'ensemble de la famille qui déserte de plus en plus le lopin, ce qui contribue à fragiliser le monde de la filière pêche, quand surviennent les crises. D'une certaine façon, la terre va progressivement s'inscrire comme une forme d'investissement pour ceux qui ont eu la chance de réussir. Le secteur maritime va devenir un monde à part dans les sociétés littorales, qui va avoir du mal à s'organiser syndicalement au tournant du XX e siècle, traversé par des clivages entre pêche et commerce, marins et dockers, marins et officiers…"
"Défis scientifiques et sociaux de l'anthropologie maritime","https://scispace.com/paper/defis-scientifiques-et-sociaux-de-l-anthropologie-maritime-2ip6ptw9gi","2018","Journal Article","","Nastassia Reyes
Clément Garineaud
Frédérique Chlous","10.4000/ETHNOECOLOGIE.3485","https://scispace.com/pdf/defis-scientifiques-et-sociaux-de-l-anthropologie-maritime-2ip6ptw9gi.pdf","Dans le debat public, les enjeux sur l’environnement se font plus presents et le milieu maritime n’echappe pas a cet emballement. Les problematiques liees aux pollutions marines, aux especes menacees, a la construction des territoires, a l’augmentation des usages de loisirs, aux politiques de conservation, aux droits d’acces aux ressources et aux biens communs, etc. tiennent une place de plus en plus centrale dans les debats societaux et sur les agendas politiques. Plus largement, ces questio...","aquatiques. Face à ce constat, l'organisation d'un colloque devait permettre de préciser les travaux qui composent ce champ et d'étendre la réflexion en impliquant une plus large communauté scientifique. Retour sur les prémices du colloque:
 La volonté de définir le champ de l'anthropologie maritime, de construire une réflexion épistémologique, s'explique en grande partie par l'histoire de ce champ au sein du Muséum national d'Histoire naturelle. Le mot d'ouverture de Serge Bahuchet lors du colloque rappelait comment le Centre d'Ethno-technologie en milieux aquatiques (CETMA) constitué autour de Théodore Monod, Jean Abel Gruvel et Paul Budker s'était trouvé adossé à une équipe d'anthropologie maritime dans laquelle Aliette Geistdoerfer ou Jacques Ivanoff, comme d'autres, étaient impliqués. En quoi l'anthropologie maritime avait changé (ou non) en référence à nos illustres devanciers ? Était-ce une question de cadrage théorique, de méthodologies mises en oeuvre, de questionnements, de terrains fréquentés ou de milieux ? L'anthropologie maritime semble dépasser les seuls enjeux strictement marins. L'introduction développée par Hélène Artaud montre en effet la labilité de cette appellation ainsi que les débats conceptuels et les postures des principaux auteurs ayant produit des définitions de ce champ. Malgré les efforts d'Yvan Breton, de James M. Acheson, comme d'autres auteurs, force est de constater que l'analyse des pratiques de pêche reste, en France, l'un des sujets les plus couramment abordés dans le champ de l'anthropologie maritime. Les glissements conceptuels sont parfois tels que « l'anthropologie maritime » vient souvent se confondre avec l'anthropologie des pêches. L'anthropologie maritime, un champ disciplinaire en cours de redéfinition:
 Nous reviendrons ici sur trois des principaux aspects qui transparaissent dans les textes publiés dans ce numéro et qui ont animé les discussions lors du colloque. C'est tout d'abord la spécificité du champ et des objets étudiés par l'anthropologie maritime qui sera discutée, ensuite la pertinence et la dialectique du rapport Terre-Mer fera l'objet d'une analyse et enfin, un troisième aspect concomitant aux deux autres : celui de la délimitation scientifique que pose ce champ de recherche. L'anthropologie maritime, un champ disciplinaire en cours de redéfinition:
 L'anthropologie maritime, un champ porteur de spécificités ?"
"From Monodisciplinary via Multidisciplinary to an Interdisciplinary Approach Investigating Air-Sea Interactions – a SOLAS Initiative","https://scispace.com/paper/from-monodisciplinary-via-multidisciplinary-to-an-jjienkywgx","2020","Journal Article","Coastal Management","Christa A. Marandino
Erik van Doorn
Natasha McDonald
Martin Johnson
Bulent Acma
Emilie H. G. Breviere
Hanna I. Campen
Silvina Carou
Emilio Cocco
Sonja Endres
Nathalie Hilmi
Frances E. Hopkins
Peter S. Liss
Frank Maes
Monica Mårtensson
Johannes Oeffner
Mary O. Oloyede
Andrew Peters
Birgit Quack
Pradeep Singh
Helmuth Thomas","10.1080/08920753.2020.1773208","https://scispace.com/pdf/from-monodisciplinary-via-multidisciplinary-to-an-jjienkywgx.pdf","Understanding the physical and biogeochemical interactions and feedbacks between the ocean and atmosphere is a vital component of environmental and Earth system research. The ability to predict and...","tenure-track criteria, which generally promote disciplinary work. Nearly a decade later, found almost twice as many papers, 467, but still only 77 contained detailed information on interdisciplinary measurements. They concluded that interdisciplinary measurement models of sustainability were ""near-unique"". Introduction:
 Within the natural sciences, the formation of global working groups (e.g., Scientific Committee on Oceanic Research [SCOR] working groups) has been a useful and efficient way to execute collaborative science and to deal with complex, multidisciplinary issues. However, these types of working groups, in which small diverse committees of experts meet in person to hash out specific issues, have not been common in attempts to bridge the natural and social sciences. Typically, either one token social scientist is entrained by a group of natural scientists, or vice versa. Alternatively, natural scientists commonly complete one part of a project, while social scientists separately complete the other part, their findings are then hastily combined at the end. Additionally, securing joint funding for collaborations from both the natural and social sciences is often difficult. Furthermore, ostensibly joint efforts frequently are carried out separately in practice. This is especially true in climate change research, where atmospheric and ocean sciences data is acquired by natural scientists but analyzed separately in the context of economic and legal issues. There are, however, notable exceptions to this pattern of limited interaction amongst disciplines. Ocean acidification research, an example of best practice, has often been interdisciplinary, leading to important policy decisions by the United Nations, USA, and other nations . Introduction:
 The value of interdisciplinary, and even transdisciplinary, work on specific marine issues is well recognized; however, its implementation is not straightforward . Despite this, the crucial need to transcend disciplinary boundaries is seen as a conditio sine qua non for future marine research . Challenges arise as marine research has been dominated to date by natural sciences, a realm into which social science has not entered, traditionally . In fact, the sea is little researched in a sociology context , perhaps because humans inhabit the land and social studies have focused on a terrestrially based, state-centered understanding of society ). Moreover, existing attempts to forge a specialty area around the sociological study of maritime topics remain limited, because most of the theoretical work remains rooted in Central Europe, with little connection to other parts of the world (for instance, Canada and China) where empirical, sociologically-relevant maritime research has a stronger presence ). Nevertheless, successful efforts are being made to address this research deficiency within marine science, with evidence that interdisciplinary approaches are beneficial for all researchers involved. For example,  brought socio-economists and natural marine scientists together to explore the ecosystem service of waste remediation in the marine environment, resulting in the provision of operational guidance on the long-term sustainable use of this process.  quantified how the ecological impact of climate change on commercially important marine bivalves could create a cascade of negative economic effects on the fishing industry and its associated revenue and employment."
"Britain and the Sea: Since 1600","https://scispace.com/paper/britain-and-the-sea-since-1600-3oy8bx7frc","2010","Book","","Glen O’Hara","","https://scispace.com/pdf/britain-and-the-sea-since-1600-3oy8bx7frc.pdf","Introduction PART I: THE FLOWING TIDE Merchants Renegades Slavers Migrants Warriors PART II: THE EBBING TIDE Victories? Immigrants Collapse Afterglow Conclusion: A Star to Steer By?","voyage of discovery. Richard Drayton's history of Kew Gardens as a site of 'imperial improvement' has also been enormously important here. One of Drayton's central themes is the 'new imperialism of the Enlightenment' and how it 'hoisted the Royal Botanic Gardens at Kew on to the stage of world history' as a centre of horticulture, seeding, science and natural history. The circulation of environmental ideas, the shipment of fragile plants and past societies' views of nature seems more than ever appropriate in an age of 'globalization' that threatens the climate and the seas more acutely than ever. Merging green and blue histories:
 Taken together, these developments have effected a fundamental change in maritime history. Merging green and blue histories:
 Rodger has gone so far as to term the last few years of the twentieth century a 'golden age' of naval history, and the word 'naval' could easily be replaced by 'maritime'.  As late as 1978 Ralph Davis argued that this sub-discipline was concerned with 'the history of men in ships and boats and of those who employed, directed, or served them'.  That sentence could never be written now, though the momentum for change is coming from surprising and unexpected sources. The emphasis on economic and social history alone held true only until the late 1980s, when new histories influenced by cultural studies, the linguistic turn towards meaning rather than events, and historians of 'otherness' and the environment began to colonise the field. But it is clearly now a judgement that belongs in the past. Merging green and blue histories:
 Recent globalizations, and the concomitant shift in the academy's worldview, help to explain this revolution in British maritime studies.  It is an influence that does not stop at some vague or generic impulse, for as we have seen specific non-maritime historiographies have been crucial in providing inspiration. The sea and the coast have moved closer together, a testament to hydrography's interest in changing views and ideas of the ocean. Land has termed this a 'coastal' history, in which blue and green histories have to be considered as parts of one coherent whole: 'coastlines would not exist without their proximity to the ocean, but their character is not determined solely by the ocean's action'.  It is a fitting image, for as we have seen new histories of the sea have rested on ideas, tools and techniques adopted from the discipline as a whole, as well as on specifically maritime approaches. One source for this new 'fusion' of land and sea, for instance, can be found in recent archaeological approaches to the development of island societies. Paul Rainbird has drawn on linguistic and physical evidence in his work 'fusing [the] land and people' of early Micronesia; Cyprian Broodbank relies on more traditional (and land-based) physical evidence in the ancient Aegean.  But both emphasise equally just how much humankind has utilised the seas, as well as the extent to which the seascape changed the societies they are investigating.  The 'ocean's action', once more, is twofold: it acts to form and shape societies, before people change the waters themselves in turn."
"Ocean-human relations in the Anthropocene: mapping trends in sustainability-related marine social sciences articles","https://scispace.com/paper/ocean-human-relations-in-the-anthropocene-mapping-trends-in-kf943dj05b","2023","Journal Article","Frontiers in Marine Science","Nane Pelke
Finn Christian Simonn","10.3389/fmars.2023.1210133","https://scispace.compdf/ocean-human-relations-in-the-anthropocene-mapping-trends-in-kf943dj05b.pdf","Research about ocean-human relations has significantly increased in recent years. Compared to other disciplines in the oceanic realm, the marine social sciences, as an umbrella term for diverse disciplines and research streams dealing with ocean-human relations, however only recently gained more attention. In this light, the UN Ocean Decade stresses marine social science’s pivotal role in assessing future trajectories toward more sustainable ocean-human relations. Our study aims to identify research trends in sustainability-related marine social sciences. Therefore, we thoroughly analyzed the metadata of 1,215 peer-reviewed articles published between 1991 and 2023 and retrieved from the Web of Sciences (WoS) database by applying various bibliometric analysis methods. Our study provides insights into (1) the scientific production of sustainability-related marine social sciences and its evolution (2) the main topics and research streams of sustainability-related marine social sciences, and (3) how these topics developed over time. The findings demonstrate a significant increase in annual scientific production as time progressed, with some countries and institutions contributing more than others. We identified, discussed, and visualized six research streams: (1) Perceptions and benefits of marine conservation; (2) Fisheries, aquaculture, and food security; (3) Climate change and climate change responses; (4) Coastal landscape and land use change; (5) Coastal and marine management; and (6) Development and ocean-human health. Based on those discussions, our study points to four future avenues for research and discussions marine social sciences could potentially build on. These include (1) strengthening the capacity of sustainability-related marine social sciences; (2) enhancing cross-country studies and cooperation; (3) fostering dialogue between marine natural and social scientists; and (4) making (more) sense of sustainability-related marine social science’s epistemic features. ","Title: Ocean-human relations in the Anthropocene: mapping trends in sustainability-related marine social sciences articles Authors: Nane Pelke (Corresponding Author),Christian Finn,Simonn,Salvatore Siciliano,Fundac ¸ão,Oswaldo Cruz,Brazil,Barbara Gillian,Ainsworth,Emma Mckinley Keywords: marine social sciences, ocean-human relations, sustainability, Anthropocene, bibliometrics, research streams, trends, UN Ocean Decade"
"Introduction: Maritime Im/Mobilities","https://scispace.com/paper/introduction-maritime-im-mobilities-3om93wj5","2023","Book Chapter","","Hilary Dugan","10.1007/978-3-030-91275-8_1","https://scispace.com/pdf/introduction-maritime-im-mobilities-3om93wj5.pdf","Abstract In a time of refugee boats and rising seas, maritime mobilities and immobilities have regained critical status for the development of viable futures—social, economic, environmental, political, as well as imaginative. This introduction describes advances in maritime studies, alongside “blue cultural studies” or “oceanic humanities,” and covers a selection of recent critical perspectives in the maritime humanities that have extended, but also criticized, earlier assumptions in the field: Eurocentric, anthropocentric, and class-, race-, and gender-based. The focus is on some of the ways in which maritime studies has been informed by mobility studies, an interdisciplinary field within the humanities. Taking up cultural geography’s revision of the field to acknowledge the centrality of movement in history and society and to move beyond logistics-centered transportation studies, mobility studies investigates the production of mobilities and immobilities historically, socially, politically, and culturally. The present volume sets out to explore how oceanic im/mobilities have been framed and articulated in the literary and cultural imagination. ","its harmful consequences for our planet. new DiRectiOns in Oceanic stuDies:
 In our view, decolonizing the ocean is an ecological project itself, one that challenges hegemonic binary thinking and ideas of linear progress that are currently threatening a planetary ecosystem fundamentally reliant on functioning oceanic ecologies. Turning to indigenous, non-Western, and diasporic knowledges not for their exotic appeal but for their potential to correct Eurocentric misconceptions is important in this respect. One concept that has been taken up repeatedly in the context of Anglophone literary and cultural studies is Barbadian poet Kamau Brathwaite's tidalectics, a cyclical rather than dialectical model of development based on water's characteristic mobility and on oceanic rhythms. The tidal backand-forth of the ocean presents ""a Caribbean cultural alter/native to Hegelian dialectic … based on the complex interaction of waves lapping on Caribbean beaches, coming together, opposing, dissolving, recreating themselves constantly"" . This has been used as a model, e.g., in Elizabeth DeLoughrey's (2007) exploration of island literatures in order to articulate relations between routes and roots and destabilize essentialist national, ethnic, and regional frameworks still at work in our field of research. mObility stuDies anD Oceanic cultuRal stuDies:
 As these developments demonstrate, that which many scholars are now referring to as a ""new thalassology,"" ""blue cultural studies,"" or ""blue humanities"" (see ) speaks to a series of contemporary discourses such as globalization, postcolonialism, ecocriticism, feminism, and science and technology studies (see also the notions of an extraction-focused ""techno-ocean""  or ""cyborg ocean"" ). Arguably, these recent developments also present an important corrective to the romanticized celebrations of fluidity and liquidity in Anglophone cultural studies and beyond through the 1990s and 2000s, showing how metaphors of a liquid modernity and fluid identities are in line with idealizations of neoliberal markets without borders. In blue cultural studies, liquidity, permeability, osmosis, and viscosity (e.g., in Neimanis 2017) are more than metaphors, but often tend to be kept as ideals for subjectivities beyond spatial fixations. The interdisciplinary field of mobility studies has drawn attention to the problematics of such idealizations in times when millions of global refugees long for spatial stabilization and the safety of a new home on the one hand and, on the other hand, has highlighted how the mobility of some has often been predicated on immobilizing others. In this volume on Anglophone representations of maritime mobilities, we discuss, rather than resolve, such tensions between oceanic mobilities and immobilities; while some of the contributors zoom in on nonhuman and ecological mobilities, the majority highlights trans-oceanic journeys of people-their cultures, products, and ideas-traversing the sea or entrapped by it."
"Cultura de ofício marítima pesqueira","https://scispace.com/paper/cultura-de-oficio-maritima-pesqueira-24wudf4kjr","2021","Journal Article","Sociologia & Antropologia","Cristiano Wellington Noberto Ramalho","10.1590/2238-38752021v1138","https://scispace.compdf/cultura-de-oficio-maritima-pesqueira-24wudf4kjr.pdf","Resumo O artigo aborda um tradicional grupo de pescadores artesanais do Brasil, os jangadeiros, objetivando compreender como eles constituíram uma cultura de ofício pesqueira marítima, do século XVI até 1970. Combinaram-se, para tanto, a abordagem sócio-histórica (escritos e imagens) e a pesquisa de campo, quando foram entrevistados 12 jangadeiros de alto-mar da praia de São José da Coroa Grande, em Pernambuco. Conclui-se que os jangadeiros representam o encontro de duas tradições (a marítima e a de ofício), que tiveram na sociedade flutuante (a jangada) seu marco existencial e lócus de reprodução sociocultural. ","que levou as jangadas a deixar sua condição de principal embarcação do mar de fora. Encontra-se aí a razão de nosso recorte histórico, século XVII ao decênio de 1970. Às entrevistas centradas na história de vida, que foi a estratégia mais privilegiada do campo, combinou-se a observação direta no mar (realizamos oito saídas para o oceano com os jangadeiros que ainda estavam em atividade, de janeiro a maio de 2015), pois algumas questões mencionadas pelos jangadeiros, até os anos 1970, ainda podiam ser observadas no trabalho pesqueiro. Tudo isso se voltou para nosso entendimento do modo como se constituíram o processo de socialização, a formação dessa cultura específica do mundo do trabalho (artesã e marítima), as representações sobre o ofício e o mar, partilhas, continuidades e/ou rupturas na pesca da jangada em suas técnicas e tecnologias. Em certos trechos da redação, entrecruzamos análise histórica oriunda dos livros, artigos e imagens com os depoimentos dos jangadeiros, no intuito de, além de ofertar maior riqueza e dinamismo à análise, estabelecer algumas comparações para encontrar singularidades e/ou semelhanças. MAR DE EnCOnTROS: AS CULTURAS MARÍTIMA E DE OFÍCIO:
 Algumas frases oriundas de nossos diálogos com jangadeiros ao longo da pesquisa foram essenciais para as categorias de análise deste artigo: por um lado, as ideias expressas por eles de que ""dentro da jangada, lá no mar, é outro mundo"", ""a vida no mar faz um homem diferente do da terra"" ou ""o mar e a jangada fizeram de nós cabras únicos""; por outro, ""não dá pra explicar a vida na jangada se a pessoa deixar pra fora que o jangadeiro é um tipo de artesão"", ""um ofício que tem mestre pra ensinar a gente as manhas da pesca, de domínio da jangada e viver no mar"". MAR DE EnCOnTROS: AS CULTURAS MARÍTIMA E DE OFÍCIO:
 Sem dúvida, ""isso se ajunta"" para esses pescadores. MAR DE EnCOnTROS: AS CULTURAS MARÍTIMA E DE OFÍCIO:
 Com base nesses relatos, resolvemos explorar cientificamente tais categorias locais."
"Nature/Culture/Seawater","https://scispace.com/paper/nature-culture-seawater-2saq9av455","2011","Journal Article","American Anthropologist","Stefan Helmreich","10.1111/J.1548-1433.2010.01311.X","https://scispace.com/pdf/nature-culture-seawater-2saq9av455.pdf","Seawater has occupied an ambiguous place in anthropological categories of ""nature"" and ""culture."" Seawater as nature appears as potentiality of form and uncontainable flux; it moves faster than culture - with culture frequently figured through land-based metaphors - even as culture seeks to channel water's (nature's) flow. Seawater as culture manifests as a medium of pleasure, sustenance, travel, disaster. I argue that, although seawater's qualities in early anthropology were portrayed impressionistically, today technical, scientific descriptions of water's form prevail. For example, processes of globalization - which may also be called ""oceanization"" - are often described as ""currents,"" ""flows,"" and ""circulations."" Examining sea-set ethnography, maritime anthropologies, and contemporary social theory, I propose that seawater has operated as a “theory machine” for generating insights about human cultural organization. I develop this argument with ethnography from the Sargasso Sea and in the Sea Islands. I conclude with a critique of appeals to water's form in social theory.","complicated issue'"" . MARITIME ANTHROPOLOGIES: Here, the Bermuda Biological Station director uses seawater as a theory machine to warrant a picture of a ""nature"" that moves too fluidly to be captured by ""culture."" MARITIME ANTHROPOLOGIES:
 While phrased in the language of microbial oceanography, the issues can be compared with those that have long occupied maritime anthropology, namely, how people think about property in ocean resources (e.g., . 10 Are microbes, to borrow terminology from this field, ""fast fish"" (owned by someone by virtue of labor) or ""loose fish"" (in a ""natural"" state of ""common ownership"")(see ? One objective of maritime anthropology, often carried out in applied anthropology, has been to show how people think about such questions -and, more, to demonstrate the rationality of local knowledges in managing fish stocks. Maritime anthropologists have also studied how technocratic experts are possessed of culturally particular practices around the sea (see Poore 2003, and a special issue of Maritime Studies on ""cyborg fish"" ). Maritime anthropology is a fruitful place to look for distinct deployments of seawater as theory machine. 11   In early articulations, maritime anthropology projected land-based notions onto seafaring life . Tim Ingold observes that foraging wild food resources, on land or sea, has been represented as akin to activities of non-human animals, whereas agricultural cultivation has been associated with production, and by extension, culture . Early literature on fishing communities focused on the hybrid represented by peasant fishermen, like those studied by Firth . Only with one foot planted on terra firma could these fishermen appear as legitimate subjects of study. MARITIME ANTHROPOLOGIES:
 Treating the sea as a zone to be brought under containment has led to what , drawing on Foucault, calls ""the birth of the aquarium,"" the rise of management regimes that treat the sea as a mammoth aquarium to be brought within enclosure. Such enclosure is predicated on a separation of nature and culture, with the sea scripted as a hypernature until now outside culture. In her ethnography of a Marine Protected Area in Tanzania, Christine Walley  reports that people of Tanzania's Mafia Island did not share the distinction between nature and culture to which transnational marine scientist park consultants were committed; far from seeing the sea as a wild Other to human culture, their seascape was a space of fishing, fish, and biographically meaningful stories of seafaring."
