"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","Relevant Excerpt"
"Polska polityka morska za panowania ostatnich dwóch Jagiellonów i jej pokłosie","https://scispace.com/paper/polska-polityka-morska-za-panowania-ostatnich-dwoch-1yq3rxejil","2012","","","Grzegorz Piwnicki
Adam Klein","","https://scispace.com/pdf/polska-polityka-morska-za-panowania-ostatnich-dwoch-1yq3rxejil.pdf","","Authors: Wydział Nauk,Społecznych Uniwersytet,Akademia Marynarki,Wojennej Gdynia"
"Conflicte a l'Àfrica Petita: preservar les Medes, viure-les o vendre-les?","https://scispace.com/paper/conflicte-a-l-africa-petita-preservar-les-medes-viure-les-o-yopf3sw887","2011","Dissertation","","Begoña Simón Vendrell","","https://scispace.com/pdf/conflicte-a-l-africa-petita-preservar-les-medes-viure-les-o-yopf3sw887.pdf","","pràctica). 6.-Introducció: 6.1.-Marc teòric i estat de la qüestió a nivell global 6.1.1. L'antropologia marítima: 6.-Introducció:
 L'antropologia es va començar a especialment interessar per les societats explotadores dels recursos halièutics a partir de la dècada dels '60. L'especialització anomenada antropologia o etnologia marítima sensu lato (Van Vinkel i Verrips ( )), va ser consolidada com a branca de l'antropologia a la dècada dels '70, havent rebut les seves principals aportacions de l'antropologia econòmica (funcionalisme britànic) i l'ecologia cultural (endegada per Steward i White). Posteriorment, es nodrí del substantivisme de Polanyi, amb la seva teoria de la incrustació de l'economia en l'esfera social, indissociable de les altres activitats, així com també de l'evolució de l'ecologia cultural cap a l'ecologia de sistemes i l'antropologia ecològica processual. Posteriorment, la introducció de la teoria marxista obrí nous enfocaments d'estudi . 6.-Introducció:
 El antropòlegs interessats en antropologia marítima han canalitzat els seus estudis cap a tres grans temes bàsics: les pesqueries modernes, la vida a bord, i les adaptacions prehistòriques a la vida de mar."
"Naked Methodology: Baring It All for a Realistic Account of Marine Social Science","https://scispace.com/paper/naked-methodology-baring-it-all-for-a-realistic-account-of-keqc4zchpm","2021","Book Chapter","","Kristen Ounanian","10.1007/978-3-030-59601-9_2","https://scispace.com/pdf/naked-methodology-baring-it-all-for-a-realistic-account-of-keqc4zchpm.pdf","This chapter portrays what is often overlooked in research—that it involves not simply design, data collection, and analysis, but also failure and redesign. To demystify the process, it presents the evolution of a study of six coastal communities from a mixed methods qualitative and quantitative approach to a qualitative macroethnography. Intending to employ an innovative method, the Factorial Survey Approach, the researcher confronted serious challenges in the process, engendering reflections on (a) the limitations of the method, specifically in fishing communities, (b) the pressure to prove methodological bilingualism as an interdisciplinary graduate student, and (c) individual ontological growth. The chapter considers the collective tendency in (social) science to conceal the imperfections of field research, obscuring insights gained from situations when things do not go according to plan.","all' also primes fledgling researchers to feel pinned into initial thinking when confronting an (inevitable) methodological crisis. It can feel that changing course and deviating from the original plan is a defeat or a result of a personal deficit. Pressure to Prove Methodological Bilingualism:
 Additionally, the pressure to prove oneself as methodologically bilingual especially confronts marine social scientists, or even environmental social scientists more broadly, because of the dominance of inquiry on the natural and physical dynamics of the environment and their ecology. As the term marine social science gains popularity, we must reflect on its meaning and the particular combination of marine with social science. Pressure to Prove Methodological Bilingualism:
 As an alumna of the University of Rhode Island's Department of Marine Affairs, to which four other authors in this volume are affiliated, my preference is for marine affairs as a term that encapsulates the study of people-individuals through to their collective institutions-and their use of and relationships to oceans, coasts, and marine environments. My preference stands with marine over maritime, the latter of which I confine to shipping, navigation, and naval activities, whereas the former encapsulates the environments where myriad cultural, social, economic, and political concerns are enacted. This long aside is to recognize that many of us converge, or are being corralled, under the marine social science tent, taking different pathways to its destination, but likely with a shared experience confronting questions over methodological rigour, whether from positivistic and quantitatively driven economists and natural scientists, or from 'pure' disciplinarians of anthropology, geography, history, political science, sociology, and so on. Marine social scientists traverse in multiple worlds, academic and applied, and thus the pressure to demonstrate depth and breadth of one's science literacy can be formidable. Methodological Bricolage:
 Even with the support of my PhD supervisor to eliminate the survey and restructure the project's methodology, I was still concerned that those evaluating my work would be sceptical of the findings or my core abilities to conduct rigorous social science research. My concern largely came from the idea that research designs ought not to change in the middle of fieldwork or data collection. As I was working out how to write my methodology, I was inspired by the following to write a reflective methodology:"
"A cidade e o mar: as práticas marítimas modernas e a construção do espaço da praia do futuro (fortaleza-ce-brasil)","https://scispace.com/paper/a-cidade-e-o-mar-as-praticas-maritimas-modernas-e-a-2pnwcg4vev","2006","Dissertation","","Ângela Maria Falcão da Silva","","https://scispace.com/pdf/a-cidade-e-o-mar-as-praticas-maritimas-modernas-e-a-2pnwcg4vev.pdf","O trabalho “A cidade e o mar: as praticas maritimas modernas e a construcao do espaco da Praia do Futuro (Fortaleza-Ceara-Brasil)” analisa como a pratica dos banhos de mar tornou-se comum nos dias atuais, partindo da reflexao inicial, com a compreensao de que a procura por esta atividade de lazer contribui, em determinados lugares, para sua ocupacao e organizacao espacial. Escolheu-se a Praia do Futuro para o desenvolvimento deste estudo, em virtude de sua importância para a dinâmica da atividade turistica local e tambem por ser um dos principais pontos de lazer buscado pelos fortalezenses. Os frequentadores da Praia do Futuro sao seduzidos pela beleza do ambiente litorâneo e pelas diversas atracoes e servicos incorporados a area. Destaca-se tambem como espaco de uso diversificado e dinâmica diferenciada das outras praias da Capital cearense. A relevância do tema refere-se a importância do estudo da maritimidade e da analise das atividades de lazer na cidade de Fortaleza. O objetivo deste trabalho e analisar se os banhos de mar na Praia do Futuro ainda constituem fator relevante na procura por lazer e de que forma a pratica ou nao destes banhos de mar contribui para a construcao deste espaco geografico. A esta analise alia-se um entendimento das praticas maritimas modernas no litoral de Fortaleza. Recorre-se a uma analise diacronica como percurso metodologico para o estudo dos banhos de mar na Praia do Futuro, mediante uma recuperacao historica desta pratica ate os dias atuais. Por conseguinte, constata-se que a busca pelos banhos de mar foi proporcionada a partir da pressao do adensamento urbano das praias no trecho Iracema-Mucuripe, sendo facilitado o acesso a Praia do Futuro atraves da abertura de vias. Com o aumento do numero de frequentadores, instalam-se as barracas de praia e novas atividades de lazer sao incorporadas. Com isso, os banhos de mar deixam de ser a principal motivacao para a procura desta area, embora continuem sendo praticados. Assim, estas mudancas refletiram-se na maneira como o frequentador local passou a utilizar o mar como opcao de lazer. O estudo dos banhos de mar na Praia do Futuro proporcionou uma analise mais aprofundada da dinâmica e organizacao espacial desta area, que vai alem da simples pratica ou abandono de determinadas atividades, conduziu a compreensao de uma dinâmica socioespacial intensa, pois, alem de serem inumeras as atividades desenvolvidas, tambem estao inseridos neste processo interesses diferenciados.","geográficos que tratam desta segunda possibilidade de análise, sendo de certa forma recentes alguns deles e, portanto, tornando esta pesquisa um desafio quando se intenta um maior aprofundamento sobre o tema. LISTAS:
 N N  explica que o interesse das ciências sociais pelo mar é relativamente recente, sendo a Geografia Humana e a História pioneiras neste campo. Alguns autores que trabalharam com este enfoque direcionavam suas análises principalmente às questões relacionadas à pesca e aos povos que utilizavam o mar como sobrevivência e comércio. Conforme Diegues (Ibid.), trabalhos como de Herubel, A Evolução da  e o de A. Thomazi, A História de , por exemplo, publicados na França, tratam exclusivamente da pesca numa perspectiva histórica e geográfica. LISTAS:
 Ainda sobre o estudo da maritimidade pelas ciências humanas, Diegues (Ibid.) torna a afirmar que: LISTAS:
 [...] a ausência das ciências humanas no estudo das populações humanas que vivem direta ou indiretamente dos mares se deve, em grande parte, às ciências sociais, pois até recentemente o estudo das comunidades marítimas se inseria dentro do estudo do ""mundo rural"". O litoral, a costa, o mar e o oceano eram simplesmente extensões do continente e as populações que viviam desses ecossistemas eram considerados ""camponeses"" e assalariados marítimos (no caso da navegação costeira ou oceânica) para os quais as cidades litorâneas e as zonas costeiras representam espaço de moradia. LISTAS:
 No sentido de dar continuidade à discussão e entendendo que a maritimidade ora apresentada se constitui mediante as relações da sociedade com o mar, em virtude de uma série de práticas e representações, é necessário compreender como isto ocorreu na cidade de Fortaleza, Estado do Ceará, a fim de que seja possível realizar o estudo da maritimidade na Praia do Futuro (ver Mapa I, p. 23), objeto central deste trabalho, onde as práticas marítimas ocorreram somente após longo período de ocupação e expansão do espaço urbano de Fortaleza. LISTAS:
 Examinar a gênese da maritimidade na Capital cearense remete, também, ao estudo da maritimidade mundial, levando em conta o fato de que a discussão pretende realizar um estudo diacrônico da ocupação e expansão do espaço urbano da Cidade. Assim, a particularidade da maritimidade da Praia do Futuro liga-se a um contexto mais amplo, conduzindo ao aprofundamento do tema."
"Maritime policy in China after WTO : legal & economic approach","https://scispace.com/paper/maritime-policy-in-china-after-wto-legal-economic-approach-3vgorwfgch","2007","Dissertation","","Jin Cheng","","https://scispace.com/pdf/maritime-policy-in-china-after-wto-legal-economic-approach-3vgorwfgch.pdf","","little progress has been achieved on the WTO MTS negotiation, which discloses a fact that most maritime nations are unwilling to admit, i.e. although they expect to liberalize maritime policy in spirit, some of them insist on protectionism in practice. Statement of the Problem:
 In the evolution of maritime policy and the globalization of maritime industry, protectionism and liberalism are regarded as a pair of antithetical concepts, and have been disputed by scholars. As a part of national superstructure, maritime policy is highly related to the national economic goals, objectives and developing strategies. Its primary purpose is normally considered to encourage and support a nation's merchant fleets so that they can compete on an equal footing with other countries. However, although many scholars proposed definitions about maritime policy in their research, a comprehensive definition is still absent for further research, and current definitions contain various defects. For example, Sturmey figured the maritime policy as ""a nation may be said to have a maritime policy when it encourages, permits, or formulates measures to interfere with or control the free play of market forces in regard to the employment of shipping,"" which observed maritime industry from public level partially. Another example is the definition given by Chrzanowski, which stated that ""a totality of economic, legal and administrative measures by means of which the State influences the position of its national fleet in the national economy and in the international freight market.""  Despite the duality mentioned in this definition, it neglects the characteristics and functions of maritime policy. A clear and comprehensive definition of such elementary concept like maritime policy is the foundation for any academic research. Statement of the Problem:
 However, many questions remain in the research of maritime policy. For example, what is the process for formulation of maritime policy, what is the relation between maritime policy and national economy, whether the protectionism and liberalism are an either-or problem for a specific nation, how to define protectionism or liberalism, and how to measure the developing status of national maritime industry and policy? Before solving these problems, it is hard for a nation to formulate an optimum maritime policy. In this research, the optimum maritime policy refers to maritime policies that are the most appropriate for the accomplishment of developing objectives for national maritime industry, in other words, maritime policies that are the most appropriate for the development of national maritime industry. Although the maritime policy is very significant for the development of maritime industry, the economic indicators that affect the formulation of maritime policy are remained ambiguous and deserve to be thoroughly investigated. From the theoretical point of view, very few attempts have been made to apply legal and economic research methods to the maritime research. Statement of the Problem:
 On the other hand, there is a dearth of studies on the development of the maritime industry in China. Not only is the subject important in its own right but, more importantly, it provides an ideal laboratory to justify the impacts of liberalizing maritime policy on the development of maritime industry, because the past 30 years after China's economic reform have witnessed the gradual liberalization in its maritime industry. Theory and Model:
 In this research, maritime policy is defined as: Theory and Model:
 a series of economic, legal and administrative regulations, for the sake of national security and developing objectives, to ensure the development of its national fleets and operation of its maritime industry, by means of government interference and financial support."
"Transformaciones y pervivencias sociales en la Armada: los requisitos de acceso de los guardiamarinas (1717-1869)","https://scispace.com/paper/transformaciones-y-pervivencias-sociales-en-la-armada-los-1j4b05nn5w","2016","Journal Article","","Pablo Ortega-del-Cerro","10.5209/CHMO.52763","https://scispace.com/pdf/transformaciones-y-pervivencias-sociales-en-la-armada-los-1j4b05nn5w.pdf","En este trabajo se estudia la creacion, desarrollo y evolucion del guardiamarina espanol a traves de los requisitos sociales exigidos desde principios del siglo XVIII hasta el segundo tercio del siglo XIX. Los objetivos son: conocer con mayor profundidad una figura fundamental de la Armada espanola, que todavia hoy requiere un examen exhaustivo; y, sobre todo, relacionar las transformaciones de los requerimientos de los candidatos con los debates sociales existentes en Espana durante estos dos siglos. Veremos que el denominado transito de la sociedad de los estamentos a la sociedad de clases, o el paso de una sociedad de principios adscriptivos a otra en base a criterios adquiridos, no se produce linealmente; los cambios e inercias no estuvieron exentos de contradicciones y discordancias, por eso analizamos el guardiamarina utilizando diversas variables relacionalmente.","así ocurre, en dos errores fundamentales: una valoración lineal y de tintes evolucionistas del cambio social, y la reducción y simplificación de muchas de las variables que conforman las estructuras y realidades sociales . Introducción:
 El cambio social, debido a su gran complejidad, es un objeto difícilmente abarcable desde una sola disciplina científica, razón por la cual diversas ciencias sociales han desarrollado numerosos enfoques y estrategias para su análisis y comprensión. Una de las propuestas historiográficas más interesantes al respecto ha sido la que ha focalizado su atención en el binomio guerra-sociedad pues, como señala André Corvisier, la guerra como hecho social complejo y multidimensional fue, durante la Edad Moderna, uno de los principales motores de transformación social 2 . La Marina de guerra también se ha postulado como un válido camino para estudiar el cambio social, tal y como demuestran algunas aportaciones de la historiografía inglesa y francesa, así como de la sociología. Sobresalen especialmente los estudios de los oficiales y cadetes navales -midshipmen y gardes de la marine−, porque han permitido indagar la importancia de la educación, la formación y la preparación 3 , la transformación de los criterios que construyen las jerarquías sociales  , o las tensiones entre categorías y grupos sociales  . A todo ello se une la sugerente propuesta de Norbert Elias quien, desde su teoría del proceso de civilización, analizó la transformación de la sociedad inglesa a través de la profesionalización de los oficiales navales y la progresiva institucionalización del midshipman 6 . 1 Algunas reflexiones claves al respecto: Nisbet, R.: Social Change and History: Aspects of the Western Theory of Development, Londres, Oxford University Press, 1977; Donati, P.: ""Pensamiento sociológico y cambio social: hacia una teoría relacional"", Revista Española de Investigaciones Sociológicas, 63 (1993), pp. 29-51; Burke, P.: Historia y teoría social, Buenos Aires-Madrid, Amorrortu editores, 2007; Uría, J.: ""La historia social hoy"", Historia Social, 60 (2008), pp. 233-248. 2 Corvisier, A.: ""Reflexiones sobre la guerra y el cambio social en Europa Occidental"", en Para comprender el cambio social. Enfoques teóricos y perspectivas historiográficas. V Conversaciones Internacionales de Historia, Pamplona, Universidad de Navarra, 1997, pp. 211-224."
"Paradigmas de la Antropología en el Estudio de las Sociedades Costeras","https://scispace.com/paper/paradigmas-de-la-antropologia-en-el-estudio-de-las-1dl1myh6f6","2011","Journal Article","Revista Mad","José Luis de la Cruz
Francisco José Argüello","10.5354/RMAD.V0I15.14019","https://scispace.com/pdf/paradigmas-de-la-antropologia-en-el-estudio-de-las-1dl1myh6f6.pdf","Este articulo analiza el desarrollo de los diferentes paradigmas de la antropologia maritima, y se desarrolla en dos partes. En la primera, se discute el status y las aportaciones de la antropologia maritima para el estudio de las sociedades de pescadores. Se identifican los principales retos y dificultades a los que se enfrentan los investigadores en este nuevo campo de estudio. En un segundo momento, se desarrolla un marco analitico que permita rebasar los problemas empiricos y conceptuales identificados en la primera parte del articulo, partiendo de una vision dialectica que ubica a los pescadores como un grupo social diferenciado e inmerso en un sistema economico del cual dependen cada vez mas, lo que provoca una serie de situaciones conflictuales permanentes entre los agentes implicados en la actividad pesquera.","ampliación de las 200 millas náuticas de mar patrimonial para muchos países; y 5) a partir de este último elemento, el Estado ha incrementado considerablemente su intervención en el sector pesquero. El Desarrollo de la Antropología Marítima:
 Los estudios realizados en este contexto dieron lugar a la publicación de artículos y libros, a la organización de congresos y coloquios, y a la aparición de una serie de publicaciones colectivas y monografías sobre la problemática pesquera, constituyéndose poco a poco un marco conceptual específico para las sociedades costeras. Según , al inicio de la década de los setenta la antropología marítima, como nuevo campo disciplinario, hizo pocos esfuerzos de síntesis y críticas que permitieran interrogarse sobre la contribución potencial al conocimiento de las múltiples particularidades de la vida económica y social de los productores, cuya subsistencia depende de la explotación de las zonas marinas. El Desarrollo de la Antropología Marítima:
 El estudio de las sociedades de pescadores no podía limitarse a la simple acumulación de datos (aunque en un primer momento esto fuera válido) o a la comprobación de teorías existentes en otros sectores, como el espacio rural. Era necesario rebasar este nivel para proponer un cuadro analítico susceptible de aplicarse al estudio de los problemas económicos, políticos y sociales de las sociedades pesqueras, lo que se logró al final de los años setenta y principios de los años ochenta, después de una reflexión más precisa sobre la dinámica de la reproducción social de estas sociedades. http://www.revistamad.uchile.cl/15/delacruz.pdf 3 0 En este contexto, la investigación en antropología marítima se apoya en el enfoque marxista, aplicándose los conceptos de modo de producción, formación social, relaciones sociales de producción y reproducción social, entre otros, al ámbito de las sociedades pesqueras, lo cual permitió no limitarse a la descripción de la cultura material, sino considerar también las formas de explotación económica y de control político de los pescadores a las distintas fracciones del capital, incluyendo al Estado ."
"Putting Lifeworlds at Sea: Studying Meaning-Making in Marine Research","https://scispace.com/paper/putting-lifeworlds-at-sea-studying-meaning-making-in-marine-2t5x5pg0j9","2016","Journal Article","Frontiers in Marine Science","Rapti Siriwardane-de Zoysa
Anna-Katharina Hornidge
Anna-Katharina Hornidge","10.3389/FMARS.2016.00197","https://scispace.com/pdf/putting-lifeworlds-at-sea-studying-meaning-making-in-marine-2t5x5pg0j9.pdf","An individual’s ‘lifeworld’ guides perceptions, the attachment of meaning and in sum, the interpretation of reality in everyday life. Yet the lifeworld (Ger. Lebenswelt) has been an undertheorized concept within interdisciplinary marine research. Through a two-stage analysis, we critically engage with the philosophical foundations, heuristic value and the methodological versatility that the interpretivist concept of the lifeworld stands to offer, drawing from contemporary marine research. With two illustrative case studies exploring the lived realities of vastly different waterworlds in rural Uzbekistan and Sri Lanka, we further engage with the strengths and limitations of integrating a lifeworlds analysis into interdisciplinary work on localized perceptions. As a second step, we analyze the efficacy of adopting a phenomenological-lifeworlds approach in order to inductively explore diverse realities of coastal and sea-based peoples, while acknowledging the terrestrially-bound and anthropocentric genesis of the lifeworld as a concept. Therefore, in order to enliven hybrid thematic currents, conceptual debates and methodologies on ‘marine lifeworlds’ on its own terms, we propose two thematic vantage points for interdisciplinary intervention by: a) critically engaging with cognitive-material meanings and lived interpretations of 'saltwater' realities; b) tracing multiple modes of sociality and being with/in-the-world that go beyond human entanglements. In sum, we argue that while the lifeworlds concept affords spaces through which to study the complexities and ambivalences rife in surface-level perceptions, it promises the means with which to sidestep over-simplistic inferences to the vague and embattled notion of ‘culture’, while widening horizons for reflective and experimental-experiential lines of inquiry.","people"" came to be synonymous with indigenity and aboriginal forms of sociospatial mobility, knowing, and interacting across localized seas that were at the same time spiritscapes, imbued with maritime rituals and complex historiographies of their own. COASTAL OR MARINE LIFEWORLDS? DE-TERRESTRIALIZING AND UN-HUMANIZING A CONCEPT:
 Of late, varied sub-fields under the rubric of ""salty geographies"" have been gaining greater appeal among interpretative scholars particularly across Anglo-American and postcolonial contexts. In attending to translocal voices calling for the ""historicization of the ocean""-not only does it aim to reflexively de-terrestrialise academic lenses through which multistanded histories and sociologies have been conventionally interpreted, but it also attempts to trouble the stability of geopolitical identities and the very temporalities under which they have been (re)made and naturalized. Once more, social-natural assemblages and meshworks have stood as dominant conceptual and epistemological frames with which to enliven hitherto understudied connectivities, agencies and socionatural-political dynamics not only between conventional outcasts, un/familiar figures and material spaces (e.g., buccaneers and wreckers, port harbors and littoral utopias), but also of questions around non-human presence, interaction and their transformations, a line of inquiry we will later revisit."
"Marine Social Science for the Peopled Seas","https://scispace.com/paper/marine-social-science-for-the-peopled-seas-2hjwqxjpz0","2019","Journal Article","Coastal Management","Nathan J. Bennett","10.1080/08920753.2019.1564958","https://scispace.com/pdf/marine-social-science-for-the-peopled-seas-2hjwqxjpz0.pdf","Coastal communities, indigenous peoples, and small-scale fishers rely on the ocean for livelihoods, for subsistence, for wellbeing and for cultural continuity. Thus, understanding the human dimensi...","Title: Marine social science for the peopled seas 1 Marine social science for the peopled seas 1 Authors: Nathan J Bennett Keywords: marine social science, human dimensions, sustainability science, ocean governance, marine policy, UN Decade of Ocean Science"
"L'histoire des populations maritimes à l'époque contemporaine : la géographie au service de l'historien","https://scispace.com/paper/l-histoire-des-populations-maritimes-a-l-epoque-49hhr1cq35","2012","Journal Article","","Nicolas Cochard","10.4000/ECHOGEO.12991","https://scispace.com/pdf/l-histoire-des-populations-maritimes-a-l-epoque-49hhr1cq35.pdf","Dans le cadre de recherches s’inscrivant dans les perspectives de l’histoire maritime actuelle, nous proposons ici d’envisager la place que tiennent les apports de la geographie dans un travail d’histoire des gens de mer. Cette reflexion resume alors la necessite de faire dialoguer ces deux sciences humaines dans ce domaine de la recherche afin de percevoir l’empreinte des populations maritimes dans l’espace et la societe.","concernent les gens de mer nous permettra de cerner le cheminement d'un processus scientifique dont la rencontre entre savoirs historiques et géographiques est un aboutissement. Nous nous limiterons ici à la période contemporaine. État des lieux de l'historiographie des populations maritimes à l'époque contemporaine:
 Il faut en préalable rappeler les spécificités de l'histoire des gens de mer puisqu'une véritable révolution technique a marqué une rupture progressive avec des millénaires de propulsion à voile. Dans le dernier quart du XIX e siècle et malgré la présence de voiliers rapides ayant donné à la voile ses dernières heures de gloire, la mécanisation généralisée recompose en profondeur les mondes de la mer, à travers des équipages désormais plus composites et scindés entre machine et pont. Ajoutons à ces nouveaux personnels de la mer les agents du service général des paquebots de transport de passagers, dont l'essence maritime était plus ou moins affirmée, mais qui entrent également dans notre définition des gens de mer. En effet, nous entendons par ce terme l'ensemble des personnes qui se sont livrées à une activité professionnelle à bord d'un navire à un moment donné de leur vie. Cette influence du progrès sur la structure des mondes de la mer est un des enjeux majeurs de la recherche actuelle. Ce travail de thèse tente d'évaluer l'impact de ces recompositions sur la société de la ville-port et sur les identités maritimes. État des lieux de l'historiographie des populations maritimes à l'époque contemporaine:
 Quand on parcourt les travaux effectués en France et portant sur un aspect ''maritime'', on peut constater que la place donnée aux gens de mer a été relativement faible et souvent marginale. Le jeune historien qui se lance dans l'étude des gens de mer tient à sa disposition une littérature riche quoique inégale selon les périodes, les lieux et le type d'activité. Avant même que l'intérêt ne se porte sur des travaux de nature scientifique, ce sont bel et bien les écrits des historiens amateurs qui constituent fréquemment une première entrée. Ces anciens acteurs du monde maritime ont livré leurs souvenirs du bord. Louis Lacroix a été un pionnier avec l'étude des derniers grands voiliers . Jean Hazard et Maurice Coquin ont fourni une vision du métier depuis les machines des paquebots transatlantiques . Ces travaux d'une grande richesse ont le mérite de permettre l'accumulation des témoignages mais ils écartent toute forme de méthodologie. La recherche historique universitaire a en partie comblé ces lacunes même si l'histoire des gens de mer reste encore pleine de potentialité."
"Porty morskie jako przedmiot badań w naukach ekonomicznych","https://scispace.com/paper/porty-morskie-jako-przedmiot-badan-w-naukach-ekonomicznych-354yy79pti","2017","Journal Article","","Andrzej Grzelakowski","10.18276/PTL.2017.37-26","https://scispace.com/pdf/porty-morskie-jako-przedmiot-badan-w-naukach-ekonomicznych-354yy79pti.pdf","Przedmiotem rozwazan autora jest analiza rozwoju myśli ekonomicznej i teorii budowanej w ramach tej dyscypliny i dyscyplin pokrewnych w Polsce, dotyczących sposobu postrzegania portow morskich jako integralnych skladnikow systemu transportowego kraju oraz elementow jego przestrzeni ekonomicznej. Autor podejmuje probe określenia kierunku ewolucji, jaka dokonala sie w okresie ostatniego polwiecza w naukach ekonomicznych, a w szczegolności w ekonomice transportu i portow morskich w obszarze dotyczącym badania istoty oraz charakteru, roli i funkcji tych organizmow gospodarczych. Celem podjetych badan jest nie tylko charakterystyka i ocena dorobku naukowego, jaki powstal w tej dziedzinie w Polsce, ale takze proba ustalenia wzajemnych relacji miedzy teorią i praktyką funkcjonowania i rozwoju portow morskich w tym okresie. W artykule posluzono sie metodą analizy – glownie retrospektywnej i krytyki piśmiennictwa naukowego, dotyczącego bezpośrednio i pośrednio problematyki portowej badanej w aspekcie ekonomicznym, a w tym przede wszystkim w dyscyplinie ekonomia i zarzadzanie. Uzyskane wyniki badan wskazują na: 1) istnienie ścislych relacji miedzy sferą badan dotyczących portow morskich w Polsce i ich rozwojem oraz 2) silną dominacje ośrodkow naukowych Gdanska i Szczecina, jako glownych aglomeracji portowych i ośrodkow uniwersyteckich w podejmowaniu i realizacji tego typu badan. Nalezy podkreślic, ze na nich ciązy takze obecnie, w dobie rozwoju logistyki i globalnych lancuchow dostaw, obowiązek prowadzenia badan sektora portowego i jego relacji z otoczeniem krajowym i miedzynarodowym w ramach nowej formuly ekonomiki portowej.","Title: PORTY MORSKIE JAKO PRZEDMIOT BADAŃ W NAUKACH EKONOMICZNYCH Authors: Andrzej S Grzelakowski (Corresponding Author),Wydział Przedsiębiorczości,Akademia Towaroznawstwa,Morska,Gdyni STRESZCZENIE:
 Przedmiotem rozważań autora jest analiza rozwoju myśli ekonomicznej i teorii budowanej w ramach tej dyscypliny i dyscyplin pokrewnych w Polsce, dotyczących sposobu postrzegania portów morskich jako integralnych składników systemu transportowego kraju oraz elementów jego przestrzeni ekonomicznej. Autor podejmuje próbę określenia kierunku ewolucji, jaka dokonała się w okresie ostatniego półwiecza w naukach ekonomicznych, a w szczególności w ekonomice transportu i portów morskich w obszarze dotyczącym badania istoty oraz charakteru, roli i funkcji tych organizmów gospodarczych. Celem podjętych badań jest nie tylko charakterystyka i ocena dorobku naukowego, jaki powstał w tej dziedzinie w Polsce, ale także próba ustalenia wzajemnych relacji między teorią i praktyką funkcjonowania i rozwoju portów morskich w tym okresie. W artykule posłużono się metodą analizy -głównie retrospektywnej i krytyki piśmiennictwa naukowego, dotyczącego bezpośrednio i pośrednio problematyki portowej badanej w aspekcie ekonomicznym, a w tym przede wszystkim w dyscyplinie ekonomia i zarzadzanie. Uzyskane wyniki badań wskazują na: 1) istnienie ścisłych relacji między sferą badań dotyczących portów morskich w Polsce i ich rozwojem oraz 2) silną dominację ośrodków naukowych Gdańska i Szczecina, jako głównych aglomeracji portowych i ośrodków uniwersyteckich w podejmowaniu i realizacji tego typu badań. Należy podkreślić, że na nich ciąży także obecnie, w dobie rozwoju logistyki i globalnych łańcuchów dostaw, obowiązek prowadzenia badań sektora portowego i jego relacji z otoczeniem krajowym i międzynarodowym w ramach nowej formuły ekonomiki portowej."
"Il mare unisce ciò che la terra divide. Antropologie dai mari del sud. Introduzione1","https://scispace.com/paper/il-mare-unisce-cio-che-la-terra-divide-antropologie-dai-mari-8qwn3pwq","2022","Journal Article","Archivio antropologico mediterraneo","Matteo Aria
Francesco Lattanzi","10.4000/aam.6438","https://scispace.com/pdf/il-mare-unisce-cio-che-la-terra-divide-antropologie-dai-mari-8qwn3pwq.pdf","","successivi lavori sulle navi negriere, la prospettiva ""marittima"" di Rediker è orientata a far emergere la capacità creativa delle eterogenee ciurme di marinai, schiavi, pirati, operai, donne proletarie o fuggitive nell'opporre alla violenza quotidiana risposte inedite e vitali -di norma negate, ignorate o non viste dalla storia ufficiale -che hanno segnato molte micro aggregazioni di mutualismo formatesi sottocoperta e in grado di trasformare le catene della dipendenza e dello sfruttamento in legami comunitari . 2:
 Le analisi storico-culturali sul mare fin qui descritte rappresentano un importante punto di riferimento nelle riflessioni all'origine di questo dossier monografico, poiché consentono di ampliare e ""politicizzare"" il variegato panorama degli studi antropologici che collocano in primo piano i mari, gli oceani e l'insularità. L'articolata letteratura alla quale si ispirano alcuni contributi qui raccolti esprime in modo eloquente i differenti livelli in cui è possibile declinare simile branca della disciplina. ""Antropologia marittima"", Islands Studies, ""Antropologia del Mediterraneo"", ""nissologia"": i diversi appellativi rispecchiano le ulteriori sfumature nel metodo, nell'approccio interpretativo. Alla luce di ciò, la parte iniziale dell'introduzione si soffermerà su alcuni aspetti di una possibile ""antropologia dei mari"" come sviluppo delle suggestioni provenienti dall'antropologia marittima e quale prospettiva teorica alla base di Ermenautica-Saperi in Rotta. Tale progetto collettivo, sui cui elementi salienti si tornerà in seguito, nasce nell'alveo dell'Università La Sapienza di Roma dalla convergenza di campi disciplinari diversi e dalla collaborazione tra studenti, dottorandi, docenti e marinai, con lo scopo di pensare al mare e ai mari quali «spazi densi, interpretati come luoghi carichi non solo di articolati significati simbolici e culturali da comprendere ma anche di complesse dinamiche politiche da svelare» . Sguardi ed esperienze che hanno, tra l'altro, profondamente orientato i percorsi accademici e intellettuali di una parte consistente degli autori e delle autrici del presente volume."
