crossref_dominance_ratio,current_run_id,jaccard_similarity_with_previous_run,new_unique_doi_count,previous_run_id,provider_diversity_score,provider_enriched_count,provider_health_ok_zero_records,provider_record_count_by_provider,query_diversity_score,query_families_seen,repeated_doi_count,semantic_new_signal_count,updated_metadata_count,validity_warnings
0.1828,30178365958-1,0.0377,9958,30090903921-1,0.6953,240,[],"{""crossref"": 2053, ""openalex"": 7498, ""scopus"": 1037, ""wos"": 642}",0.9654,"[""competence_demand"", ""core_sector"", ""emerging_demand"", ""hypothesis_verification"", ""theory_translation"", ""validation_eqf_translation""]",2170,14071,0,"[""evidence_row_warnings_present"", ""signal_row_warnings_present""]"
