timestamp_utc,analysis_timestamp_utc,run_id,run_path,analysis_input_mode,is_static_recovery_mode,static_recovery_reason,allow_static_recovery_mode_env,provider_set,github_run_id,github_run_attempt,github_run_number,github_job,workflow_name,event_name,commit_sha,branch_ref,providers,max_results_per_query,offline,require_live_records,query_file_sha256,live_records_count,triangulated_records_count,cumulative_qmbd_records_count,competences_total,baseline_count,static_literature_count,live_enrichment_count,gaps_summary_available,credentials_count,file_count,total_bytes
2026-07-02T22:32:01+00:00,2026-07-02T22:32:01+00:00,28625632237-1,runs/28625632237-1,live,false,,,"crossref,scopus,wos",28625632237,1,21,live-analysis,Full Live-Enriched Analysis,workflow_dispatch,853e2b47ae53a36bd43c7f7c5127f9f9790844dc,refs/heads/main,"crossref,scopus,wos",50,false,true,75408fe98c0fdd54da1058cea83925980dc4c28bf9974f4dbdc591e01642c771,1592,1592,2058,2052,15,2037,1592,true,26,64,44642361
2026-07-08T19:07:59+00:00,2026-07-08T19:07:49+00:00,28967267944.2,runs/28967267944.2,live-enriched,false,,ALLOW_STATIC_RECOVERY_MODE,,28967267944,1,350,copilot,PR-187-live-enriched-smoke,manual,f7cc8eb8e66727f1931a48488c4531c64d481081,copilot/pr-187-append-only-ledger,"crossref,scopus,wos",,,,75408fe98c0fdd54da1058cea83925980dc4c28bf9974f4dbdc591e01642c771,1592,1592,2058,2052,15,2037,1592,true,26,64,45636058
2026-07-24T09:26:15+00:00,2026-07-24T09:18:43+00:00,local-pr-a-improved,runs/local-pr-a-improved,static,true,Static recovery mode explicitly enabled; no reason supplied.,ALLOW_STATIC_RECOVERY_MODE,,,,,,,,0118165188a98dc53398394cd8aca31b3b2e0a2d,agent/pr-a-improved-live-acquisition,,,true,false,0b7314ef996c930e5b4e1f07f3243e50878d2a89b7c27891e5e584ba2650aec0,1592,1592,466,466,15,451,0,true,18,66,28000602
2026-07-24T11:52:31+00:00,2026-07-24T11:52:25+00:00,30090903921-1,runs/30090903921-1,live-enriched,false,,ALLOW_STATIC_RECOVERY_MODE,"crossref,scopus",30090903921,1,39,live-analysis,Full Live-Enriched Analysis,workflow_dispatch,4eb044988659e51219a2ad62137091f0cb0f97c4,refs/heads/main,"crossref,scopus",50,false,true,9ef7a95bd2cc1ea15ebe1bb9917e1b00136a6b3f20a613d3aaa07414c0083a0c,2462,2462,2928,2917,15,2902,2462,true,26,76,74314641
